,Br11.10,Br11.18,Br11.1,Br11.2,Br11.3,Br11.4,Br11.6,Br11.8,Br11.9
HM13,6.45225465024319,2.83320060573328,7.00808355072043,7.73675373543277,6.44333954256696,6.93055804517267,8.56759408659529,7.32142120082927,5.67014289600023
BCL2L1,5.90129543328306,9.16997254934691,6.37541326861985,4.25139118580583,5.18449356901434,6.23534569763452,5.8903447089995,6.69445735095687,6.44518700899104
PLAGL2,6.54105673516623,0,0,4.99021931261378,2.53084603244413,5.92513532960147,2.62845336166009,4.36277556523011,0
PIGU,0,0,0,6.03896533855019,5.39575865253258,6.46693572251838,4.04883618003845,6.07794409006704,0
ERGIC3,7.20866733083727,2.17020601574214,7.67864970844389,8.07447353801343,7.30153860588429,8.1111127009477,7.29010013545746,7.54957596432312,6.3957305705575
CPNE1,6.13117416714366,6.67983786916953,3.91272940279308,6.65509337497891,1.95138744474997,5.61772181193057,7.43759068838885,4.41665960727428,6.95803329142256
RPN2,7.85365928150095,6.25302198880018,9.2753715253599,8.45218687959827,7.09514988483308,8.9894278119549,7.69382970775077,9.3788263659362,7.93501191736333
SERINC3,5.10243437909662,9.27561225450525,9.27809691708395,8.24064276773156,7.89508201953957,7.88958964872671,8.11388878408707,7.72533285842255,3.77868666613505
PIGT,8.99451132810606,4.06642891725039,9.0799386701469,9.10276490754384,7.79308070229581,8.93890310990914,9.48450182888024,9.08432542078422,7.99712836480342
WFDC2,0,0,0,1.04370148673221,0,0,0,2.29715377441278,0
CTSA,8.72889552074813,12.0446699385702,8.35717502727554,6.89272633243738,9.25684459275038,9.68750078080021,9.58772641346941,8.52746897385957,8.59123379859879
STAU1,8.28316295274641,6.76357033520687,8.29394736886356,8.8541105884491,8.69651718106781,8.52484516348378,8.31513674575435,9.04850782037897,8.83025678288437
UBE2V1,5.37511246799267,2.42655883810241,7.20424816272889,7.00429019354587,6.6769023658458,7.39771395907295,7.11234694995822,6.26582152675827,7.14922717284269
BCAS1,8.53557874182531,0,7.04695390036204,7.22507635136047,8.02252028766749,9.40375551455475,8.85281919722444,7.77259084509794,7.85187809203246
GNAS,9.03657156679819,9.50319260018288,9.66713452206616,9.80711815060745,9.80370618123218,9.25336802491325,9.81019808973861,9.44676731495345,9.32008972301959
PPP1R3D,5.40245818969413,0,0,1.64294184445923,3.64037238185392,5.28165616703326,5.53470716641754,4.97892776454238,6.91187110566299
SLCO4A1,0,0,0,4.7833388332932,0,0,0,0,5.46164965689992
RTEL1,6.0119586493746,0,4.38677712657543,5.36937509888177,6.80574685571457,6.31674362630418,4.81834151982626,7.14909047700656,0
RCAN1,0,0,1.11884864333125,3.24672430706797,5.22192333320927,0,0,8.02761568704074,7.93501191736333
PSMG1,6.0119586493746,0,5.89692069590663,5.78494918105097,3.93897398056954,4.0903568110676,4.15759259333674,7.46898424837726,7.42871176987838
CSTB,5.88199725099046,1.45966154349926,7.71932528402991,7.48650270330197,7.43502656332633,5.10960792425769,6.89393879113824,7.08397482302862,7.40391145559598
COL6A1,0.843307622681109,0,7.1094973775405,4.60604068470593,0,0,0,4.46860335515537,0
COMT,6.47818929601705,5.27181496920106,6.43524049547988,8.19955835145217,7.90086330112127,8.63474004648794,6.84598926291663,7.94293067034707,7.96922470509125
MAPK1,6.80970045988966,7.69732707932215,6.05782298696737,6.74350155640003,6.18361696253436,8.32294239391319,6.14931969745784,4.30680063087715,6.23629479082177
YWHAH,7.56993005441945,10.3528183173157,7.03411313079118,6.47743987900354,5.63653382102523,4.20881251001496,6.7794721260683,7.15702710948739,7.57659317739414
TIMP3,0,3.00031613723891,7.57607772037016,0,0,0,0,0,7.16898749771974
IFT27,3.93497491848683,0,4.8047724936185,3.39966198476817,0,0,0,3.58034341110739,0
PVALB,0,0,0,0,0,0,0,1.74369722987071,0
CDC42EP1,1.75807992347051,0,0,1.04370148673221,4.18624518566689,0,0,3.2649443926497,4.42995320548937
CYB5R3,6.28601999985068,8.10757705957868,0,7.31437927730597,7.41092031482943,8.39967031760334,5.22053856246496,8.26276656081348,5.0574838095014
CMTM7,0.843307622681109,0,0,0,0,0,0,0,0
CDCP1,6.16350149033679,0,7.4560557241492,6.4426501703324,2.53084603244413,0,7.01452016500047,5.76134527692405,6.03565795828179
SPINK8,4.38225022710986,0,0,7.63256535710621,4.3303016176561,5.52941832979741,5.68763087489826,0,6.44518700899104
ASB14,0,0,2.17479231363065,4.25139118580583,0,1.2972786894223,0,0,0
FLNB,7.61737985694478,0,5.39268681017765,8.32424591303491,9.11980222337726,8.5863203960316,7.45900055324465,6.26582152675827,7.77659705331128
PROS1,0,7.29268062222962,0,0,0,0,0,0,0
ATG3,6.49098385800563,3.82051468109845,8.85382081293336,8.33850932944973,7.25715711226461,7.18296255828034,6.63646393176865,7.05877825669841,6.59877476137578
FAM162A,5.16763848630326,0,7.30389584004282,7.84061843716336,8.16865350716149,9.598073798993,8.19268258134878,9.00299843834491,8.322345044551
