,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_CL.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_CL.1,Patient.5_SC.1,Patient.5_SC.2,Patient.6_CL.1,Patient.6_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1
TP53,0,1.70890420617023,0,6.52486063484782,6.61965426414858,0,2.52926588695076,0,2.61866088422396,5.49648778942076,0,3.12103758467458,2.6186210330242,0,0,11.9140814555889,0,0,4.88533337994384,0,1.73233892820492,0,0,0,0,0,0,0,0
TP53BP1,0,2.46942978306514,0,0,6.72359391158452,5.95707420438286,0,0.642142248560006,0,0,0.689176506931713,11.0435992261213,1.83625290352412,10.2200758155439,6.34076875872631,0,9.26330548750524,0,0,0,9.01946093855901,0,0.605906972748426,8.33012730189751,8.99559242448768,0,0.470328647579054,1.87680482549574,9.93809810802063
TP53BP2,0,1.70890420617023,10.0230213943311,8.24856861850291,7.95427880031481,9.10620752035446,8.53793976931706,0.642142248560006,2.27987178534254,5.58206957773261,0,4.28394555031973,1.83625290352412,0,7.33184133868637,0,9.26330548750524,4.3439398932939,0,0,5.16349506181611,0.972904584827748,1.03130377689581,5.19387593567915,1.62527656915657,1.17606321257009,0.824442068361178,0,12.5775223982549
C1S,0,0,0,0,1.90873798039785,0,0,0,0,0,0,0,0,0,7.33184133868637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP73,0,0,0,0,4.92526775457727,0,0,0,0,0,0,0,0,7.79510749384663,0,0,9.26330548750524,0,0,0,0,0,0,6.52052820061981,0,0,0,0,0
TPBG,0,0,10.0366005052326,10.3248153404401,8.20830330149781,0,0,0.642142248560006,0,2.7044513768047,0,0,0,1.25737674937938,7.33184133868637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPD52,6.67069253889036,0,8.54222689765059,4.98176801008138,9.47892373434714,6.94541577333683,0,11.3794124560829,8.12234684751336,9.98287357751398,9.67035584564141,12.4694837311129,4.59319384240527,9.09306835478422,8.64838634399676,0,10.2621311620522,7.44929222934155,5.86071766675293,2.51148001502746,0,0,9.66084750544282,9.7358322383666,2.16189466789689,8.28595504344247,6.47997960384722,1.87680482549574,1.2156952551763
TPD52L1,0,0,1.63620046225619,9.3984675197082,7.2265034171384,0,0,8.84425844178228,2.89282746884389,8.95090550120344,4.89632305669343,11.1867707213489,2.6186210330242,8.0049036822302,0,0,0,0,4.88533337994384,0,0,0,0,4.71159793721088,0,0,0,2.32449716537784,0
TPD52L2,1.92681716332862,1.70890420617023,8.05508316335535,6.46801188412676,7.75405095711188,5.95707420438286,0,4.36615216469841,4.14656081636911,8.62164416353276,8.07916305097504,7.87703295128289,3.12307704366113,1.25737674937938,0,0,9.26330548750524,0,4.88533337994384,2.51148001502746,1.73233892820492,0,9.06534249487527,6.82028513341832,0,0,10.2186575909365,0,0
TPH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPI1,7.0671905965753,3.33292227538681,12.1745345155847,10.1415624084349,10.2135935601762,8.74438518392977,2.88043178333614,11.0164331947295,5.63943690894922,11.9447218209444,6.17060808096471,13.037283722397,6.92870487865092,10.5694212411342,11.0784131631204,3.37675125567388,11.136066179515,4.3439398932939,4.88533337994384,0,2.49705566164505,1.95916362587443,10.5164558558446,12.8639449170478,5.18765774421623,14.5236928899624,13.1360645034674,4.19943289590354,11.698925955422
TPM1,7.9353857428296,2.96483714453295,5.45522987424854,9.92633280528813,10.0050967626377,9.52059042647832,12.1234609055517,11.9103677005375,10.6004122293222,10.4252230141906,7.17285672606712,12.3814490434124,5.20911772818972,11.4527932591166,8.64838634399676,0,9.26330548750524,9.91643843371178,7.16767217722684,2.51148001502746,10.7911862533445,2.95224375426375,0,6.77884038749487,1.91839285036296,10.3893166459185,0,5.45159767888837,13.0091829779011
TPM2,0,0,0,0,0,0,0,0.642142248560006,1.19247782045769,0,0,0,0,2.37067202360975,7.33184133868637,0,0,5.30797402978471,6.43738070309256,2.51148001502746,0,0,0,0,6.83650116786732,0,0,0,4.28653931330181
C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPM3,13.1101239780688,6.55511202255724,11.1116414070339,11.0796299587749,10.5844236225648,7.93955103696275,3.93718765502533,8.50897467255994,5.39692591885585,8.54058566297123,9.61058697401851,10.1711017368658,4.43072084888206,10.5955880968065,8.32735682670814,3.37675125567388,9.99933169779167,7.73729716635999,7.16767217722684,8.5226195524526,11.164774125224,2.76058926383798,2.80781965679638,9.00741455761789,1.91839285036296,5.9995416826824,6.12113263539863,13.7759029839131,9.98215292961912
TPM4,11.0787260426625,4.93067182886029,13.4447352272973,13.3770045604705,10.5200222199471,9.39523809925775,2.52926588695076,9.45492855155388,9.90487502848657,12.1602369837325,9.82055443075255,13.4884275975387,6.28770155394207,12.0515934942246,10.0246836965761,6.66008703859711,11.136066179515,7.86226451515204,7.16767217722684,5.08382314298565,14.381773567408,9.77824168479812,1.49915620935584,9.58243716710918,15.4466697375405,9.59691719712072,10.5639524703048,15.6325956427174,13.4991482533538
TPMT,0,0,7.01025728807334,0,6.46328716722619,5.95707420438286,0,5.943678554551,2.27987178534254,3.12521123574337,0,3.73554536026808,1.83625290352412,0,7.33184133868637,2.04582942277881,9.67775594354228,0,0,2.51148001502746,0,2.27832775377154,2.29704884444618,4.9542999739852,1.91839285036296,1.17606321257009,1.34579383353254,1.22422793839013,2.65308462086832
TPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPP2,0,2.96483714453295,0,0,4.83532029249955,9.25794881217742,2.06414213445011,1.69714186803903,3.32166047360343,1.07287405068531,1.78636704450183,1.34484369375117,3.12307704366113,0,6.34076875872631,2.50935605588115,10.2621311620522,5.8807458634218,5.86071766675293,2.51148001502746,12.0085121532552,1.54872100336129,0,1.76561036054623,3.22343058253211,0,0,14.086329601792,13.0639071164322
TPR,6.52465958304214,0,8.73778515585893,9.29113162646001,9.69251349995148,0,0,1.92722297139513,0,7.3261874513809,8.95891899691522,0,1.83625290352412,6.81055273405604,8.32735682670814,0,9.26330548750524,0,4.88533337994384,0,11.3398098638372,0,0.605906972748426,5.00909257559561,8.32821264244102,7.34187867359629,7.12673556747506,0,0
TPSAB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPT1,13.535315187652,7.63236862496911,14.3217639560774,14.03416373113,13.2596237427489,12.4096609693502,14.465564517301,12.4971652980855,11.9466611922573,12.4293514617241,11.9775652277285,14.5602969880964,7.07341663779739,14.0345797616177,12.9080085498147,15.5920006392152,13.1680032351618,11.0266677836022,10.6945264743191,7.69967712595598,12.2238081007145,10.101422476442,12.9893888493753,13.6386109038008,10.4223208430368,15.9219594686556,14.3507295519512,10.1234456198165,12.5561382932264
TPTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62938989115641,0,0,0,0,3.3632611342563,2.53951656871727,0,2.43304668996183,0.761288961885244,0,0,0,0
C3,0,0,0,4.285491337975,0,0,0,0,0,0.633951882286905,0,0,0,0,0,0,7.68303075309593,0,0,0,0,0,0,0,0,0,0,0,0
CRISP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17606321257009,0,0,0
NR2C1,0,0,0.767926212721523,0,7.28713377817808,5.95707420438286,2.52926588695076,0,0,2.7044513768047,0,0,0,0,0,0,0,0,0,0,1.11191956130249,1.95916362587443,0,0.848044515947232,0,1.8152421216173,0,0,3.15949370983758
NR2C2,0,0,0,0,7.28713377817808,5.95707420438286,1.37346791594545,2.45553334865756,0,0.633951882286905,8.4361813514198,0,0,9.19926988653458,0,0,10.2621311620522,0,0,0,4.9632238335791,0,0,5.28550659124587,9.76561831769966,0,2.58749111596365,2.32449716537784,10.0981008002682
HSP90B1,3.9079263273942,0,7.41260962396406,10.5016248816421,11.2896046442159,9.10620752035446,4.54058321979935,7.73419304392021,1.19247782045769,10.9406391208877,7.63956200566728,10.8799298850713,5.39687944686553,9.80375892031087,9.49478439604076,0,8.67951635713667,5.8807458634218,4.88533337994384,2.51148001502746,0,2.27832775377154,9.90265452300239,9.60187776947395,3.32697681088972,12.1170996973835,7.59490001252026,1.22422793839013,0
TRAF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33184133868637,0,0,5.8807458634218,0,0,0,0,0,5.93084270050241,0,0,0,0,0
TRAF2,0,0,0,1.27689537498251,4.68892137545795,0,0,0.642142248560006,0,6.7106724287465,0,2.02858807362061,1.83625290352412,0,0,4.94141182391221,0,0,0,0,0,0,0,5.31480095324678,1.62527656915657,7.56939246584608,8.40357590444995,0,0
TRAF3,0,0,2.38319884410805,0,0,6.94541577333683,0,0,0,5.53133204798908,0,11.54602237475,1.83625290352412,7.90799826988201,0,0,0,0,0,0,0,0,0.334531230128682,2.63235805771509,0,0,0,0,0
TRAF5,7.46053500020646,3.33292227538681,7.27535771602736,6.21515891585763,5.90132967699322,8.52255331559204,0,0,10.1498128264225,9.17127133570277,8.2829401316236,11.8026464303702,3.79223785522667,10.8922154144432,6.34076875872631,1.3587073609411,7.68303075309593,6.28964918143899,4.88533337994384,0,1.73233892820492,1.54872100336129,0,6.84559623843308,0,0,2.58749111596365,3.54725622361148,1.86594004333891
TRAF6,0,2.46942978306514,0,0,5.55192866300815,0,2.06414213445011,5.8625945321473,1.19247782045769,8.42721137766328,0,0,4.24760070956901,1.25737674937938,7.33184133868637,0,0,0,4.88533337994384,0,4.10924555000615,0,0,0,0,0,0,0,0
C3AR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTG2,0,0,0,0,0,0,0,0,0,9.73825811572888,0,0,3.49611143387096,0,0,0,0,0,0,0,0,0,0,0.485457433388496,0,0,0,0,0
C4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCT3,12.0202136053905,5.73307926694294,11.4535537240934,12.7756606795962,11.4205459265,9.25794881217742,2.52926588695076,10.9800553251465,11.942426656135,11.4362357451574,12.900440169385,12.0626041799778,7.93797584666317,11.7855994259655,8.91082138701627,3.14123082063433,10.2621311620522,9.4825600447382,4.88533337994384,2.51148001502746,1.11191956130249,2.53951656871727,11.8348584874003,11.7219752803714,3.32697681088972,11.1868866795171,12.9606517397883,3.84428911259862,2.312543333012
TRIO,0,0,8.75431584539196,6.34711783746678,0.939804539777269,0,0,3.85354420514437,0,0,3.06149194846571,4.16513165270599,1.83625290352412,5.21551444242255,6.34076875872631,0,0,0,5.86071766675293,0,0,0,0,0.485457433388496,0,0,0.470328647579054,1.22422793839013,3.15949370983758
TRIP6,7.9019718509109,0,6.4386933843392,7.77779139692887,7.96492254868659,0,0,4.71309185670154,0,7.7672662048405,0,3.73554536026808,2.6186210330242,0,6.34076875872631,4.94141182391221,0,0,0,0,0,0,0,0,0,0,0,0,0
TRO,0,1.70890420617023,0.767926212721523,0.77533276569841,2.48319449977522,0,0,0,0,0.633951882286905,1.50441128065414,11.0912223950408,0,0,0,0,8.67951635713667,0,0,0,1.11191956130249,0,0,0.485457433388496,3.22343058253211,0,1.34579383353254,0,0
C4BPA,0,2.46942978306514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPC1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41677890345068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPC4,0,0,0,0,0,5.95707420438286,0,0,0,0,0,0,0,0,6.34076875872631,0,10.2621311620522,0,0,0,0,0,0,0,0,0,0,0,0
TRPC5,0,1.70890420617023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3439398932939,0,0,0,0,0,0,0,0,0,1.22422793839013,0
TRPC6,0,2.46942978306514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26330548750524,4.3439398932939,0,0,12.7274966827644,0,0,0,2.71370343928118,0,0,0,0
TRPM2,0,0,3.77090998179136,0,5.57989470305753,0,0,5.95676031952205,0,0,0,0,0,0,0,0,0,0,0,0,1.73233892820492,0,0.334531230128682,5.78146488490219,0,1.8152421216173,0,0,0
TRPS1,9.56525770883388,2.46942978306514,6.32945904417757,9.58379137896251,8.3119869969717,6.94541577333683,1.37346791594545,8.18414824798371,8.90057007009006,9.3756380272028,9.83996361624514,9.72794548969594,3.12307704366113,2.99150517338206,0,0,9.67775594354228,5.8807458634218,4.88533337994384,0,0,0.972904584827748,2.44266475949651,3.40608937338012,0,0,0,1.22422793839013,0
LOC723809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INS-IGF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51148001502746,0,0,0,0,0,0,0,0,0
ANP32AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824442068361178,0,0
SNHG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11191956130249,0,0,0,0,0,0,4.48419370708169,0
TSN,0,0,8.24083863289288,0.77533276569841,7.27006925230932,6.94541577333683,1.37346791594545,9.83562377355727,2.61866088422396,7.7854221287663,9.67035584564141,7.87703295128289,2.6186210330242,0,8.64838634399676,0,9.67775594354228,0,0,2.51148001502746,0,1.54872100336129,0,8.21053458769429,1.91839285036296,2.25664244173703,11.3078665473727,0,0
TSC1,0,1.70890420617023,0,0,6.55067139725938,0,4.20946803219269,4.0616081846794,10.391253341868,0,0,8.42158493649189,2.6186210330242,0,0,0,0,4.3439398932939,4.88533337994384,0,0,0,0,4.5970378350663,0,1.17606321257009,0.470328647579054,0,0
TSC2,0,0,4.67799927609569,3.63056351149479,0,0,0,3.23414450619303,0,6.30021898047023,9.26921340989615,0,0,0,0,6.39096523402552,9.26330548750524,0,0,0,0,0,7.09765430279063,9.02080911648612,0.761288961885244,9.44094385634143,1.54948443867215,0,0
C4BPB,0,0,0,0,0,0,0,0,1.19247782045769,0,2.4023239106024,0,0,0,0,0,0,0,0,0,0,0.972904584827748,1.49915620935584,0,0,0,0,3.37213404013521,0
TSG101,13.3405699107136,6.71945337302066,3.6946512896886,8.91511124393999,7.89429168290168,9.25794881217742,7.63135786245387,10.1866829259296,10.1383404061036,11.2562499112432,6.20693985456681,12.2457619531464,5.84694213725076,12.1812254139924,9.13278553955454,10.901533454926,0,5.8807458634218,6.43738070309256,2.51148001502746,1.73233892820492,0,2.44266475949651,6.69219845842261,1.25701585004217,2.59416005155565,10.7135073183386,4.7931716322797,11.429651746028
TSHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSNAX,1.26368182533138,0,3.52885943237179,0,6.10751748768473,0,0,0.642142248560006,1.83628717466164,0,2.02212438260953,5.8186707034218,0,0,0,3.9146579497844,0,0,0,2.51148001502746,0,0,0,0.485457433388496,0,0,1.54948443867215,4.98800245259123,0
TSPY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPYL1,4.03666595467388,0,6.65535878002761,9.29767146700098,8.61875466904638,7.93955103696275,1.37346791594545,0,1.19247782045769,9.69952729927171,5.14128250064737,11.1510669695584,3.49611143387096,10.4851498711449,6.34076875872631,8.37121327688473,0,5.30797402978471,0,2.51148001502746,6.58840109225856,1.95916362587443,0,2.53614155095107,0,0,1.54948443867215,2.32449716537784,10.1594464995192
CAPN5,0,0,0,0,5.73718093852676,5.95707420438286,0,0,0,0,0,0,0,0,0,0,8.67951635713667,0,0,0,0,0,0,0,0,0,0,0,0
TSSC1,0,0,5.4781583599232,0,8.68784528807668,0,0,8.95433994981963,4.66809284395422,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67169452182098,3.78669571884059,0,1.17606321257009,0,0,0
PHLDA2,0,0,0,2.58040928224544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334531230128682,4.57299228670888,0,0,0,0,0
TST,0,0,6.81696354900658,0,7.90538559394744,5.95707420438286,0,8.75534119546686,9.15596685655499,8.53200853401071,5.21449056453299,11.4868701311087,3.49611143387096,1.25737674937938,0,1.3587073609411,7.68303075309593,0,0,0,10.4299287570956,0,0.334531230128682,6.33281372359376,0.761288961885244,1.17606321257009,0,13.3574137765798,2.65308462086832
TSTA3,0,0,10.139066504678,6.43279534308153,8.95404106473062,7.52647109999157,3.16263397399234,6.0204468790083,10.3349336964559,7.56772038282317,10.5162391408833,8.21278884410883,3.79223785522667,9.95694691467821,7.33184133868637,0,0,4.3439398932939,4.88533337994384,0,0,0,10.0786924822544,10.7508140429806,4.02592314226334,13.1167327366378,11.8525283085987,2.32449716537784,0
TTC1,0,2.96483714453295,0.767926212721523,6.03901149685583,1.90873798039785,7.52647109999157,8.11801265823873,8.83720181794875,4.43076624347835,8.406245403631,11.0875378099381,1.34484369375117,4.03781116710411,10.194622392206,0,1.3587073609411,8.67951635713667,0,4.88533337994384,0,1.11191956130249,0.972904584827748,9.88683461090869,5.17802195213971,0,0,0,1.87680482549574,2.312543333012
DNAJC7,0,0,0,0,7.16321281137194,0,0,0,0,0,4.1320666873791,0,0,0,0,0,0,4.3439398932939,0,0,0,0,0,0.848044515947232,0.761288961885244,0,0,0,0
TTC3,13.0889370037259,6.28817810587864,10.4858802509212,6.30878182261418,9.618604681978,8.26030331823165,1.37346791594545,8.92635062847745,2.27987178534254,10.3393446865425,11.0584215644498,10.1260841583315,5.39687944686553,8.8276213942964,9.78392738996117,3.14123082063433,10.676874930551,8.08377093919527,5.86071766675293,2.51148001502746,0,0.972904584827748,2.960726343521,10.3926391328052,2.37017153629241,3.46946241013623,11.4176366287371,2.32449716537784,1.86594004333891
TTC4,0,0,0,0,0,0,0,0,0,6.21705082271532,0,0,0,10.3441034407395,0,0,0,0,0,0,0,0,0.605906972748426,7.23084740840128,0,0,0,3.97263225478157,0
C5,0,1.70890420617023,0,0,0,0,3.16263397399234,0,8.72762379590936,0,0,0,0,0,0,0,9.67775594354228,0,0,0,1.73233892820492,0,0,0,0,0,0,0,0
TTF1,0,0,3.77090998179136,0.77533276569841,7.28713377817808,5.95707420438286,0,2.59593408457182,0,4.65990388975648,6.7570700677792,2.02858807362061,1.83625290352412,7.682427031826,0,2.50935605588115,9.26330548750524,0,0,0,0,0,0.334531230128682,3.40608937338012,0,0,0,1.87680482549574,10.6544907349716
TTK,0,0,0,0,0,0,0,0,0,0,0,0,1.83625290352412,1.25737674937938,0,0,0,0,0,0,0,0,0.334531230128682,4.83804661553164,0.761288961885244,1.8152421216173,11.1990198131003,0,0
TTN,0,0,0,0.77533276569841,6.98644234942192,0,0,0,0,4.22171613524992,0,0,3.49611143387096,4.53914056077319,8.91082138701627,0,11.136066179515,4.3439398932939,7.84197627688879,0,0,0,0,2.53614155095107,0,0,0,0,0
TTPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUB,0,0,0,0,0,0,0,0,0,0,0,10.8441187758559,0,0,0,0,9.67775594354228,0,0,0,0,0,0,0,0,0,0,0,0
TTR,0,0,0,0,0,6.94541577333683,0,0,0,0,0,0,0,1.25737674937938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC727677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68303075309593,0,0,0,0,0,0,0,0,0,0,0,0
TUBA4A,7.63337230865543,3.62592752558034,0,5.64672000017176,3.06111026709904,9.52059042647832,8.90170518832825,6.67915231608475,2.89282746884389,0,7.83019369901458,2.83998115155058,0,10.2680477190845,11.4932838589652,4.30557919315168,8.67951635713667,7.73729716635999,7.65022918842124,6.83097953236603,15.0076972458089,15.441833479796,0.605906972748426,7.15188402038552,14.3454797356734,2.59416005155565,0.824442068361178,14.7254310218646,14.0571223950033
SNORD116-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBA3C,0,0,0,0,0,0,0,0,0,0.633951882286905,0.689176506931713,1.34484369375117,0,0,0,0,0,0,0,0,1.11191956130249,0,0,0,0,0,0,0,0
RNF208,0,0,0,2.74258367785711,2.48319449977522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45842206339731,13.3749638501284,0,5.439727788392,0,5.07679119899528,0,0,0
FAM75A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6L6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGPD8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC727896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04582942277881,0,0,0,2.51148001502746,2.1647833443901,6.5457781050436,0,0.485457433388496,3.42358632834713,0,0,0,0
MUC5B,0,1.70890420617023,3.34151105704846,0,5.92332609178708,0,0,0,0,5.09206350999519,6.78136757006452,0,11.6492321144621,7.77692803045201,0,0,7.68303075309593,0,0,0,0,0,0,6.78408656060183,0,0,0,1.22422793839013,0
FAM75A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC727924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54872100336129,0,0,0,0,0,0,0
GXYLT2,0,0,0,0,6.77288411972731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHOXF2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDHAP2,1.26368182533138,0,3.91230557296543,0.77533276569841,3.88499101238117,0,0,0.642142248560006,7.29038170024797,2.82169173897487,0,3.35616642721074,0,7.882719573838,0,0,0,0,0,0,0,0,1.20466541559263,2.07047094303057,0,0,6.65018522059021,1.22422793839013,0
HEATR7A,0,0,0,0,0.939804539777269,0,0,4.15537239693457,2.27987178534254,0,0,0,0,0,0,2.04582942277881,0,0,0,3.37907952609912,0,0,0.334531230128682,7.21539670374701,0,0,0,0,0
C5AR1,0,0,0,0,0,0,0,1.08494163435955,0,0,0,0,0,1.91884921017826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBB2A,10.5043383797287,0,7.36419713371007,7.02011153271693,7.96492254868659,0,0,8.57409089175339,3.49615481690618,7.40345550391013,7.21509090418911,8.57511037781336,3.49611143387096,7.57078546745061,7.33184133868637,0,7.68303075309593,4.3439398932939,6.84825049696208,0,0,0,0.334531230128682,3.40608937338012,1.25701585004217,9.19029819701353,0,2.66566917080501,0
LOC728024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT47A10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSR4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2864769799056,0,0,0,0,0,0,0,0
CT47A9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT47A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT47A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT47A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANXA8L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB8B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3587073609411,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM22A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM22D,0,0,0,2.74258367785711,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8807458634218,0,0,6.49860882581792,0,0,0,0,0,0,0,0
TSPY3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC728190,4.99202966184577,1.70890420617023,5.17556516238418,6.89630909714907,2.89295017843486,7.93955103696275,0,6.73337099445392,8.03312677656917,7.02984308527864,0,9.46420316709073,3.12307704366113,3.89782766480142,0,9.01922105010531,0,4.3439398932939,0,2.51148001502746,10.067310470915,1.54872100336129,6.35118651237733,2.07047094303057,0,0,0,1.22422793839013,11.1596499138854
RSPH10B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM155A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP4-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PI4KAP1,0,0,0.767926212721523,0,3.2116998741224,0,0,0.642142248560006,0,3.45056188327692,0,7.92353072978227,0,1.91884921017826,0,0,0,0,0,0,0,3.94877133186721,6.49169212380966,0.848044515947232,0,0,0.470328647579054,0,1.2156952551763
MAGED4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM157A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR143HG,0,0,0,0,0,0,0,0,4.34210949743041,0,0,0,0,0,0,3.37675125567388,0,0,6.43738070309256,8.62925451996254,3.3632611342563,1.54872100336129,5.39135243211549,1.58503391422042,2.37017153629241,0,0,3.1727792420157,0
MAGEA9B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC19A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D2HGDH,0,0,0,0,4.2754069060556,0,0,0.642142248560006,0,0,2.02212438260953,0,0,0,0,3.14123082063433,0,0,0,0,0,0,0.334531230128682,6.01356772060283,0,1.8152421216173,0,4.48419370708169,1.86594004333891
