,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_CL.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_CL.1,Patient.5_SC.1,Patient.5_SC.2,Patient.6_CL.1,Patient.6_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1
PDS5A,0,0,7.71244195331618,0,8.58810055935382,0,2.88043178333614,3.96132379518119,7.10074250488504,2.28174858552841,0,1.34484369375117,1.83625290352412,9.22296448877393,7.33184133868637,0,0,0,5.86071766675293,3.37907952609912,0,0,0,0,0,0,0,2.32449716537784,9.25740526283023
ASTN2,0,0,0,0,0,0,0,0,0,0,2.56044676611863,0,0,0,0,0,0,0,0,0,0,0,0,6.88519243799539,0,0,4.95713235205876,0,0
BOP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0556,5.83398023755769,0,0,1.94348598501391,3.79241358731926,0,0,0,0,4.94475245712758,6.56516342079193,0,0,0,0,0,7.68303075309593,0,0,0,0,0,8.07851688979076,5.129387075438,0.761288961885244,0,0.470328647579054,0,0
RPRD2,0,2.46942978306514,0,0,5.73718093852676,0,1.37346791594545,0.642142248560006,0,5.72438111541171,0,0,2.6186210330242,0,0,0,0,0,0,0,0,0,0,5.60298932362881,0,0,0,0,0
ATP11A,0,3.33292227538681,0,0,0,0,1.37346791594545,0,0,0,0,0,1.83625290352412,0,0,0,0,0,0,0,0,0,0,0.485457433388496,0,0,0,0,0
KIAA1024,0,0,0,0,0,5.95707420438286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45952899980533,0,0,0,0,0
OTUD3,0,0,0,0,0,0,0,1.08494163435955,0,0,0,0,0,0,0,0,9.99933169779167,0,0,2.51148001502746,6.23505952131346,0,0,0.848044515947232,0,0,0,0,0
ANKRD12,11.8312284049696,5.73307926694294,7.24225521187984,8.33694347955294,4.58235778270904,7.93955103696275,3.39856341087762,1.69714186803903,8.91216493808963,7.96819501938978,0,2.49059073525872,3.12307704366113,7.71143290712364,10.9674352237576,2.04582942277881,9.67775594354228,7.28039872706037,7.42903321757773,4.6153125092613,12.606984628622,0.972904584827748,1.03130377689581,5.97738534218499,11.4805215314604,3.8929279541001,0.824442068361178,2.32449716537784,8.96078414579115
KAZN,0,0,5.62919929076808,0,6.18239295593452,0,0,1.08494163435955,0,0,0,1.34484369375117,0,0,6.34076875872631,0,8.67951635713667,0,0,0,0,0,0,0,0,8.62202674023092,1.54948443867215,0,0
SOGA2,0,0,0,0,0,5.95707420438286,0,2.84138810355648,0,0,0,0,0,0,7.91381571415406,0,7.68303075309593,5.8807458634218,0,0,11.2546020782827,0,0,1.13756195323953,0,0,0,6.26995551396861,9.75811082468741
SCFD1,1.92681716332862,0,0,0,6.80877717913952,0,0,0,7.3597676739304,2.43682268474353,0,0,0,0,0,0,0,0,4.88533337994384,0,9.71534738876127,0,6.55312197317101,3.74426022081885,0,0,0,0,0
DENND5A,2.37940797290972,1.70890420617023,8.22058629350103,0,6.92235427956095,6.94541577333683,1.37346791594545,6.87791752075691,1.19247782045769,0,0,0,0,0,0,0,0,5.30797402978471,5.86071766675293,0,0,0,0,0,0.761288961885244,1.17606321257009,0,0,0
DDHD2,0,0,0,0,7.66547117132833,7.93955103696275,0,9.00086785231517,2.27987178534254,7.44059110188291,0,1.34484369375117,1.83625290352412,0,6.34076875872631,0,8.67951635713667,4.3439398932939,0,0,0,0,0,2.20171769404708,0,0,2.2792485107954,0,12.3552213374803
FMO1,0,0,0,0,0,5.95707420438286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMTA1,0,1.70890420617023,0,0,0,5.95707420438286,0,8.34701607230302,1.83628717466164,0,0,1.34484369375117,0,0,0,0,0,4.3439398932939,0,2.51148001502746,9.61849430356327,12.5405570239461,1.03130377689581,7.07264092284408,0,0,0,8.95254451801189,1.2156952551763
PPIP5K2,0,0,0,0,5.33933474911131,0,0,1.08494163435955,1.19247782045769,0,4.08078008376764,9.60209287032295,0,6.02165526581491,0,0,7.68303075309593,0,0,0,0,0,0.334531230128682,4.52366441780123,0,0,0,0,0
MCF2L,0,0,3.23784572313881,7.13412459930184,7.16321281137194,0,0,5.84862614348629,0,6.67994493736811,5.09032830309014,6.78583691289154,1.83625290352412,3.42414899483841,7.33184133868637,0,0,4.3439398932939,0,0,10.6260824341694,0,0,6.62362177405498,0,6.23488471568314,0,0,11.0104017395532
ZC3H7B,0,2.46942978306514,0,0,0.939804539777269,5.95707420438286,0,1.08494163435955,0,0,0,0,1.83625290352412,0,0,0,0,4.3439398932939,0,0,1.73233892820492,1.95916362587443,0.605906972748426,3.03571796579653,0,0,2.67715876668845,0,0
EXOC7,0,0,8.44955675103864,7.31907061272404,7.74790106437715,7.52647109999157,1.37346791594545,8.15606754595371,5.44028207913494,9.04584240683919,2.02212438260953,11.3480228260434,4.03781116710411,1.91884921017826,6.34076875872631,2.04582942277881,7.68303075309593,0,4.88533337994384,0,0,3.75662282626086,4.5828661008997,7.79841642017862,0,3.29530485080921,0,0,5.52249245375395
LPHN2,0,0,0,0,0,0,0,0,0,0,1.50441128065414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNMBP,0,0,1.63620046225619,7.91171599640924,4.68892137545795,0,0,0.642142248560006,0,5.72438111541171,0,0,0,0,0,0,0,0,0,2.51148001502746,0,0,0,0,0.761288961885244,0,0,0,1.2156952551763
MGA,0,0,0,0,3.06111026709904,0,0,0,0,7.03592240638149,1.15362755386286,1.34484369375117,0,0,8.64838634399676,1.3587073609411,0,0,0,0,0,0,0.334531230128682,1.13756195323953,0,0,0,0,0
FMO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPYL4,0,0,0,0,2.48319449977522,8.52255331559204,0,2.12560778923363,0,4.83746382101679,6.69020205757026,3.73554536026808,0,1.25737674937938,0,0,7.68303075309593,0,0,0,5.91235873369175,0,0,0,0,0,0,1.22422793839013,0
CAMSAP2,0,0,2.17443889281608,9.61816160300825,7.98074236743201,5.95707420438286,0,6.2609111092425,9.48840396992039,0,0.689176506931713,10.130054975818,1.83625290352412,10.4540231404853,0,0,7.68303075309593,0,0,0,0,0,0.334531230128682,6.26689226851435,2.71370343928118,11.4653254231925,0,2.32449716537784,0
FAM208A,0,0,0,2.18837685701077,5.00993488005919,7.52647109999157,1.37346791594545,0,0,3.03095917377012,1.78636704450183,0,3.79223785522667,6.8631994408093,6.34076875872631,1.3587073609411,10.4843557445515,0,0,0,0,0.972904584827748,0,2.8876179145995,4.98094797696623,0,0,1.87680482549574,0
CLEC16A,0,0,2.56553436178297,8.26868061561752,5.55192866300815,5.95707420438286,0,6.23966081859308,1.83628717466164,0,0,0,0,0,0,0,7.68303075309593,0,0,0,0,0,0,6.40949679488463,0,0,0,0,0
POFUT2,0,0,5.14723325000188,0,0.939804539777269,0,0,7.85090179167569,4.99325695291957,7.90980621114349,0,0,3.49611143387096,8.74118459394274,0,5.91774232262598,8.67951635713667,0,0,0,0,0,0.605906972748426,7.43806658952441,10.1698337987338,2.86749465941919,0.824442068361178,0,0
KLHL18,0,1.70890420617023,9.05236840335523,0,7.7783916768383,5.95707420438286,0,0.642142248560006,0,4.91866899152627,4.1815925103009,11.1481329706074,0,1.91884921017826,6.34076875872631,0,8.67951635713667,0,0,0,11.366706749441,0,4.87997382726927,7.54700100600365,0,1.8152421216173,11.3857813858606,0,0
KIAA0664,0,0,0,0,2.70257110612812,0,0,0.642142248560006,0,2.43682268474353,5.26131032746996,0,0,0,0,0,0,0,0,2.51148001502746,0,0,0,4.52366441780123,0,0,1.54948443867215,0,0
NUP160,0,0,5.95757495887251,0,7.6190545964119,0,0,8.74028914673732,2.61866088422396,1.40894541858213,0,0,0,0,0,0,0,0,0,0,2.1647833443901,0,0,0.848044515947232,0,0,0.824442068361178,0,0
FMO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68303075309593,0,0,0,0,0,0,0,0,0,0,0,0
MTUS2,0,0,0,0,0,5.95707420438286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSTF2T,0,0,0,0,7.58496109112033,5.95707420438286,0,0,0,0,0,0,1.83625290352412,0,0,0,0,0,0,0,0,0,0,6.12526071564671,0,0,0,0,0
LPHN3,0,0,0,0,0,7.52647109999157,0,0,0,0,0,0,0,0,0,0,7.68303075309593,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07641558911466
WWC1,0,0,0,0,0,5.95707420438286,0,2.84138810355648,0,8.3682032260803,0,0,4.24760070956901,1.25737674937938,6.34076875872631,0,0,8.36294015016227,6.43738070309256,2.51148001502746,0,1.95916362587443,0.334531230128682,6.68099299563731,0,0,0,0,5.67964952732505
AGTPBP1,1.26368182533138,0,0,0,0,0,1.37346791594545,0.642142248560006,0,0,0,0,0,7.19980674351312,7.33184133868637,0,0,5.30797402978471,4.88533337994384,0,9.10409871350018,0,0,0,0,0,0,0,0
IQCE,0,0,1.26642114770696,7.97019945220863,7.11624257213897,0,0,0,0,6.35959255060029,9.38473104457229,8.8011189799002,0,10.3746468882213,0,10.2579539775274,9.67775594354228,0,4.88533337994384,2.51148001502746,0,0,11.0996324087303,5.35765651097937,0.761288961885244,0,0.824442068361178,2.32449716537784,0
FMO4,2.37940797290972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.67775594354228,0,0,0,0,0,0,0,0,0,0,0,0
FBXW11,0,0,6.15546656207512,0,6.00810395824529,9.52059042647832,0,0,0,0,1.15362755386286,2.02858807362061,15.8046755164938,6.42335972813491,6.34076875872631,0,10.676874930551,0,0,0,0,1.95916362587443,0,6.25182480582064,0.761288961885244,2.59416005155565,0,2.66566917080501,10.2763659529064
SMG6,0,0,7.04905784666898,0,0,0,0,0.642142248560006,2.27987178534254,6.41661890448257,5.77841720005595,0,0,1.25737674937938,0,0,8.67951635713667,4.3439398932939,0,0,0,0,0,5.52992574694482,0,0,1.72794231865731,0,0
ANKS1A,0,0,0,0,7.30399881820963,6.94541577333683,0,1.69714186803903,0,2.93011649669135,1.15362755386286,0,0,0,0,1.3587073609411,7.68303075309593,4.3439398932939,0,0,8.49125610109208,0,2.51030804499973,8.25087889886548,0,5.53435311244547,0,8.00882269425799,12.4860302076849
MGRN1,0,0,6.4386933843392,4.84558071990603,6.40194472375222,5.95707420438286,0,8.32952209192412,0,4.59550473043682,0,9.24372266244501,0,6.61974258663722,0,0,0,0,0,0,4.10924555000615,0,2.51030804499973,5.67253036060022,0,0,0,0,8.77727628271847
BICD2,0,0,1.93027608846896,8.58967282116072,3.69348565004353,6.94541577333683,2.88043178333614,5.77668052394315,1.83628717466164,5.54844358871027,0.689176506931713,4.99097913689573,1.83625290352412,0,6.34076875872631,10.1044424551926,7.68303075309593,4.3439398932939,0,0,11.3974655085201,0,7.90402884909416,3.51105964212215,0.761288961885244,1.8152421216173,0,13.9250203683066,11.5018266304931
FMO5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATMIN,0,0,8.78222081463297,0,0.939804539777269,5.95707420438286,9.57864548586785,8.70001369605177,2.27987178534254,3.77522218628214,0,8.10394218433819,1.83625290352412,10.3685897108474,0,0,8.67951635713667,0,0,2.51148001502746,0,0.972904584827748,3.48255625582807,8.15694826819652,1.25701585004217,0,0,2.32449716537784,12.1277068570265
EHBP1,0,1.70890420617023,1.63620046225619,3.99487661748075,0.939804539777269,5.95707420438286,2.88043178333614,0,2.61866088422396,4.69105659969602,0,0,1.83625290352412,0,13.1174365496252,0,0,4.3439398932939,0,5.84359619293972,11.0540849613298,9.71188345712852,0,4.62068917510251,0.761288961885244,1.17606321257009,0,1.22422793839013,0
WSCD1,0,0,0,0,0,0,0,0,0,0,0,0,1.83625290352412,0,0,0,7.68303075309593,0,0,0,0,0,0,0,0,0,0,0,0
KIF13B,0,0,5.33478056056931,8.4081783983181,7.17242610148764,0,0,7.53053512699032,0,0,0,0,0,4.84860453173917,6.34076875872631,0,0,4.3439398932939,0,0,0,0.972904584827748,0.334531230128682,7.10234453326909,1.91839285036296,1.8152421216173,0.824442068361178,0,2.65308462086832
UBR2,0,5.03420423960235,6.42695672895399,0,7.03775671507274,5.95707420438286,4.32848567368208,1.08494163435955,10.0343054005329,3.99085220481298,1.15362755386286,0,1.83625290352412,5.41677890345068,9.49478439604076,0,7.68303075309593,8.27575116190981,9.08625883640417,17.3454521180092,13.5270812256074,14.3791392594005,7.99538537153263,5.73887294982424,13.5886276038581,1.17606321257009,0,1.22422793839013,1.86594004333891
ACSL6,1.26368182533138,0,0,0,0.939804539777269,0,0,0.642142248560006,0,0,0,0,0,5.10326929261606,7.33184133868637,2.04582942277881,10.2621311620522,0,0,2.51148001502746,0,1.95916362587443,0,0,0.761288961885244,0,0.470328647579054,0,0
TMEM194A,0,0,0,5.3771353146148,7.5142574403271,0,0,0.642142248560006,6.71591250239392,0,0,0,0,6.8283159581977,6.34076875872631,0,0,0,6.43738070309256,0,0,0,0,3.65545044632459,0,0,0,0,0
FKBP15,0,0,0,0,7.47010990818632,0,0,5.0668383447412,0,3.887062049119,6.56516342079193,8.10394218433819,1.83625290352412,8.95435905800818,0,0,8.67951635713667,4.3439398932939,0,0,0,0,0.605906972748426,6.56387426508161,0,0,0,0,0
ICOSLG,0,0,0,0,0,0,0,0,0,4.08767401685795,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43304668996183,0,0,0,0,0
SIN3B,0,0,4.21494137935109,8.99575220500391,4.68892137545795,0,2.06414213445011,6.23966081859308,2.27987178534254,3.887062049119,0,5.96811541634417,0,5.507775988755,0,4.18666555269564,0,0,5.86071766675293,2.51148001502746,10.0067150138481,5.87694167871839,0.334531230128682,6.956627619817,10.1139269225893,2.25664244173703,9.7176720080273,7.45988901825347,6.58829384498236
FMOD,8.57778007135951,2.46942978306514,7.13091464466866,7.65073100890871,9.03960310366542,0,0,2.95004617704055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCAPD3,0,0,0.767926212721523,7.41241894852427,7.17242610148764,5.95707420438286,5.50925033878687,0,0,6.99905617623524,0,4.3937146364662,0,1.25737674937938,0,0,7.68303075309593,0,0,0,8.39001037849764,0,0,6.09180538245889,0,0,0.824442068361178,0,9.84780695346787
DMXL2,0,0,0,0,6.00810395824529,0,0,6.23966081859308,0,0,0,3.73554536026808,0,0,7.91381571415406,0,0,0,4.88533337994384,0,0,0.972904584827748,0,0,0,0,9.94452984358534,0,0
KIAA0930,0,1.70890420617023,4.21494137935109,5.425711148664,7.43225940931413,5.95707420438286,10.8982389677402,0,2.27987178534254,4.97037270444585,0,6.65966400378791,2.6186210330242,1.25737674937938,0,0,7.68303075309593,0,0,0,1.11191956130249,1.95916362587443,0,2.80744673876454,0.761288961885244,6.85328462981804,0,0,2.312543333012
SATB2,0,0,0,0,0,0,0,0,0,0,0,0,3.12307704366113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC9A8,0,0,4.55399018072624,0,7.27862674548444,0,3.93718765502533,0,0,0.633951882286905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485457433388496,0,0,0,0,0
CUX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC13,0,0,1.63620046225619,0,8.30362568117908,0,0,0,0,6.92237114759239,0.689176506931713,0,0,0,7.91381571415406,0,8.67951635713667,5.30797402978471,0,0,0,0,0,4.97279636161952,0,0,0,0,0
ZCCHC11,0,0,0,0,4.40612187215554,5.95707420438286,0,0,0,6.09425325845723,0,1.34484369375117,0,0,0,0,7.68303075309593,0,0,0,0,0,2.37169320879582,1.92607834906031,0,0,0,1.22422793839013,0
FMR1,0,1.70890420617023,0,0,1.50413050867315,0,0,0,2.61866088422396,7.05998670971918,0,0,1.83625290352412,0,0,0,0,0,0,2.51148001502746,10.6575409634568,0,0.834228102129192,6.0575557827738,0,0,0.824442068361178,0,9.60237084327599
TRIM2,0,0,6.57255506859791,0,7.17242610148764,0,0,0,0,0,0,6.90185716087116,0,0,6.34076875872631,0,8.67951635713667,0,0,0,0,0,0,0.485457433388496,0,0,0,0,0
RPGRIP1L,0,0,0,0,0,0,0,0,0,0,0,1.34484369375117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAN2B2,0,0,8.62159975253274,3.35763677658476,7.55709404162438,0,0,10.1600665547152,3.65180299241686,0,6.40758592063606,6.72412934747319,0,0,0,0,0,7.08907877957023,0,0,0,0,0.605906972748426,7.98992691766027,0,8.8119053084339,0,0,0
KIAA1033,0,0,0,0,6.43294195097234,0,0,0,0,1.68133222698939,0,0,0,0,0,0,0,0,0,0,0,0,3.26482636325458,6.6525925490802,0.761288961885244,0,0,10.2835921893123,1.86594004333891
USP22,0,1.70890420617023,10.0970988221336,8.54089234496595,9.4992024586945,7.52647109999157,0,8.72316572911112,2.61866088422396,9.58395530874565,7.43524503029306,11.1333728000057,4.03781116710411,8.93399427597165,6.34076875872631,8.9248463908064,9.26330548750524,7.08907877957023,0,3.37907952609912,9.29222275397737,0,0.334531230128682,7.71297747605572,8.31567934603591,1.17606321257009,0.470328647579054,1.87680482549574,11.8697589869954
NEDD4L,0,2.96483714453295,5.90777774923736,0,7.09701776114327,5.95707420438286,0,8.63028389444489,3.32166047360343,8.71174247910376,9.75969042410797,8.02936741744107,3.49611143387096,5.55120893972436,8.91082138701627,0,8.67951635713667,4.3439398932939,0,0,6.58840109225856,0,0,4.99105861092184,0,2.59416005155565,6.7413575562917,0,0
SASH1,0,0,1.26642114770696,5.82027123608591,5.00993488005919,0,0,0,0,0,0,0,0,0,7.91381571415406,4.18666555269564,0,0,0,0,0,0,0,0,0,0,0,0,1.86594004333891
TTC28,0,0,0,0,0,0,0,6.76346213651835,2.61866088422396,2.93011649669135,4.44760161971078,0,0,0,0,0,0,4.3439398932939,7.42903321757773,0,11.370508551547,0,0,2.53614155095107,0,0,0,0,0
CLASP1,0,0,0,2.18837685701077,5.05047520761423,6.94541577333683,0,3.14551893506451,0,0,0,2.83998115155058,0,0,7.91381571415406,0,0,0,0,0,0,0,0,0.485457433388496,2.99096272459636,1.8152421216173,0,0,0
DPY19L1,7.26413686826954,0,0.767926212721523,6.17309702873363,0,0,0,0,0,6.05886593422206,0,0,0,0,0,0,9.99933169779167,4.3439398932939,4.88533337994384,0,9.47989502939718,0,0,0.485457433388496,6.80097350837462,0,0,0,0
SZT2,4.85905242854361,0,0,0,6.40194472375222,0,0,1.4232739995641,1.83628717466164,3.71587348838528,0,0,0,8.07353683476855,0,2.50935605588115,10.676874930551,0,0,3.91706334818991,0,0,0.334531230128682,7.85933081959678,0,1.17606321257009,2.02977099229755,2.66566917080501,10.4582487050624
WDR7,0,0,0,0,5.6606802276238,0,0,0,0,4.86504320929989,0,0,0,0,0,0,7.68303075309593,0,0,0,0,0,0,6.58205975166162,0,0,0,0,3.68960571287448
SYNM,0,0,0,0,0,6.94541577333683,1.37346791594545,4.4792631340811,1.19247782045769,0,0,0,0,0,0,0,7.68303075309593,4.3439398932939,4.88533337994384,0,8.53256255764507,0,11.7038625847852,4.68940212771112,1.25701585004217,1.17606321257009,0.470328647579054,12.0945350744094,2.65308462086832
PHF15,0,0,1.93027608846896,8.13994007576529,2.70257110612812,6.94541577333683,0,0,0,2.28174858552841,5.71255409841689,2.02858807362061,1.83625290352412,1.91884921017826,0,0,0,0,0,0,0,0,0,2.43304668996183,0,0,0,13.7340696635721,4.46991391084041
VPS39,0,11.2977524417776,0,0,5.20212244534138,0,0,4.83145149837487,0,4.52809605310788,0,7.24719290007999,0,0,0,0,9.26330548750524,0,0,0,8.37494875494391,0,6.78929106384633,8.18101045899533,0,0,0,0,0
AFF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2621311620522,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC16,0,0,0,0,7.05778209024024,5.95707420438286,0,0,0,0,0.689176506931713,0,0,0,0,4.7022612055532,8.67951635713667,0,0,0,6.30029086412725,0.972904584827748,8.69841499198158,0,6.86258428991052,0,0,0,0
ESYT1,0,0,10.6162685093418,8.35899839277542,7.65236097565693,0,2.06414213445011,6.29221093796691,0,8.85959801693572,0.689176506931713,9.90291261819829,1.83625290352412,9.7650857174699,8.64838634399676,0,0,4.3439398932939,7.16767217722684,0,0,1.54872100336129,10.6046921368891,9.87077995933331,0.761288961885244,1.17606321257009,4.34136326779612,2.66566917080501,0
SYNE1,0,2.46942978306514,0,0,0,0,0,0,0,0,0,4.84400803601957,0,0,9.49478439604076,0,10.2621311620522,0,4.88533337994384,0,9.06709352039749,0.972904584827748,0,1.3785775435324,0,0,0,0,3.68960571287448
SMCHD1,0,2.46942978306514,0,0,3.47261145029702,6.94541577333683,0,1.08494163435955,0,5.24683622202401,8.99918451125596,0,2.6186210330242,9.10404728983182,0,1.3587073609411,9.26330548750524,0,0,0,0,0,0,5.09602840690248,0.761288961885244,1.8152421216173,0.824442068361178,2.32449716537784,10.2977451211213
DOCK9,0,0,0,0,7.08730842582919,5.95707420438286,0,4.28549687323362,0,0,0,0,1.83625290352412,0,0,0,0,0,0,0,0,0,0,1.58503391422042,0,0,0,0,0
KIAA1045,0,0,0,0,0,0,0,0,0,0,0,0,1.83625290352412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FN1,0,0,3.6141356135765,6.14435865443752,8.29521562373134,0,0,6.4851350916597,0,0,6.69020205757026,10.3468711585303,0,8.99424600053477,0,0,8.67951635713667,0,0,12.1039815460979,0,0.972904584827748,0,0,0,0,0,1.22422793839013,0
U2SURP,0,2.46942978306514,0,0,7.83750523144915,7.93955103696275,0,0.642142248560006,0,8.63572303348092,6.24237910604717,0,1.83625290352412,9.50836380017848,0,0,7.68303075309593,5.30797402978471,0,0,10.5764730151071,0,5.64564150594752,8.61113164227938,0.761288961885244,2.86749465941919,1.54948443867215,0,0
KHNYN,12.1781551790184,5.73307926694294,9.2334072712815,6.97185779367139,9.41631908638037,6.94541577333683,0,4.1092519019183,4.24764580545365,10.2791141866079,0.689176506931713,10.5824493301772,4.87179199617592,1.91884921017826,8.32735682670814,1.3587073609411,0,4.3439398932939,5.86071766675293,0,11.3660721405898,2.53951656871727,12.0897478263401,8.69150143835411,4.30488459064695,10.0991456430065,9.65697746915566,1.22422793839013,0
UBR4,1.92681716332862,4.56628195193734,3.43822424271408,9.95557610110658,7.16321281137194,9.39523809925775,3.93718765502533,4.2000640580105,8.51089134268611,9.46283209580679,10.4163429094145,4.84400803601957,4.73920749050916,10.7803156483872,13.7408162346978,8.82883578092615,9.99933169779167,9.0811096779433,8.01120245543777,18.6024469602681,13.1999940387272,15.5161553959574,1.35941193677649,10.3077632397143,12.7322516910024,0,1.34579383353254,14.2273880337314,12.6172384121636
SUN1,0,0,7.13813091899597,5.19295318082378,7.89984930202251,0,0,1.92722297139513,3.12311918185579,5.13800415630256,0,10.5096417226929,1.83625290352412,7.39122463244804,7.33184133868637,0,0,0,0,6.25233915379454,0,0,0,4.08756365928069,0,0,1.10854125096693,0,0
HAUS5,0,0,0,1.27689537498251,7.63246955853036,0,0,0.642142248560006,0,7.54232107679261,0,0,0,0,0,0,0,6.60788420910958,0,0,0,0,0.334531230128682,1.58503391422042,1.25701585004217,0,0,7.65424635952551,0
VPS8,0,1.70890420617023,0,0,2.70257110612812,0,0,5.80589070544591,4.99325695291957,8.89514617410341,0,1.34484369375117,9.84760759200055,0,0,0,7.68303075309593,0,0,0,8.90529096582751,0,0.334531230128682,8.60373318854973,0.761288961885244,1.17606321257009,0.470328647579054,2.32449716537784,0
ANGEL1,0,0,0,0,0,0,0,0,0,0,0,10.6168127903762,0,0,6.34076875872631,0,10.2621311620522,0,0,0,0,0,0,6.75231949314298,0.761288961885244,0,0,0,0
USP24,1.26368182533138,2.46942978306514,0,0.77533276569841,7.9489273332247,9.63591654175142,2.88043178333614,6.33291494396318,6.35725827128249,6.09425325845723,5.23809036781016,0,2.6186210330242,1.25737674937938,9.90932188968527,0,9.26330548750524,8.44515884181961,4.88533337994384,0,9.10105094376603,1.54872100336129,0.834228102129192,3.94495860919808,1.25701585004217,1.8152421216173,0.470328647579054,0,13.267048879519
FAM189A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FNBP4,1.92681716332862,1.70890420617023,8.14737676259365,0,6.38619273089479,0,0,5.09077066925766,3.12311918185579,7.41282940157535,0,4.28394555031973,2.6186210330242,5.04369237094095,6.34076875872631,0,8.67951635713667,0,0,0,1.11191956130249,0.972904584827748,9.06111962349973,4.33638520405788,13.3149313487219,2.59416005155565,1.10854125096693,4.98800245259123,9.04987774896519
ZNF629,0,0,1.63620046225619,0,7.85477708579243,0,0,0,0,5.3283520326423,7.91316625345461,0,0,1.25737674937938,0,0,0,0,4.88533337994384,0,0,0,0,1.92607834906031,0,0,0,0,0
PSD3,1.26368182533138,0,4.79218757286923,8.82064092884088,9.27164117573299,0,0,0,0,0,0,4.9193643188279,0,0,6.34076875872631,0,0,4.3439398932939,0,0,7.03418261632242,0,0,2.63235805771509,0.761288961885244,1.17606321257009,0,0,0
OBSL1,0,0,8.66221150024861,7.36338576777234,6.97595676317893,5.95707420438286,0,4.2000640580105,1.19247782045769,8.87494031905249,1.15362755386286,0,4.03781116710411,6.81055273405604,0,0,7.68303075309593,0,0,0,2.1647833443901,11.1789333642676,0,0,0,0,0,0,0
ARHGEF12,0,2.46942978306514,7.01810133074152,8.38686813103608,8.21277554378751,10.3941664384454,6.89152293696797,3.05109063630687,8.54604672240952,4.38302395581525,10.2507454619076,4.9193643188279,4.03781116710411,12.0340007047645,7.91381571415406,9.41934851576583,10.676874930551,6.28964918143899,6.43738070309256,4.86850325611425,11.3635309099955,1.95916362587443,1.03130377689581,6.55776113654695,15.3833325865741,3.8929279541001,1.10854125096693,12.7727036814023,14.1811436480804
KIAA0895,0,0,0,6.93037560998116,5.98737194977786,0,0,0,0,6.71825312101334,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25937820759279,0,0,0,0,0
LARP1,5.60397126849151,0,3.23784572313881,0,8.87441844150934,8.52255331559204,0,7.97181709207807,7.46847380198727,7.8454971360716,2.02212438260953,10.186436459674,0,9.3482941677815,6.34076875872631,7.08269784284318,7.68303075309593,0,0,0,4.9632238335791,11.0995002074779,8.47961793872273,7.94379363544746,7.71559349440613,2.86749465941919,9.1437599089491,2.9413917072078,5.75224207982315
PPP1R13B,0,0,8.6546833683821,0,2.22437167170613,5.95707420438286,0,0,0,0,0,5.96811541634417,0,9.13292243065673,0,0,0,0,0,0,0,0,0,4.39241944098132,0,0,0,0,0
