symbol,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_CL.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_CL.1,Patient.5_SC.1,Patient.5_SC.2,Patient.6_CL.1,Patient.6_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1,total
CYB561,0,0,3,468,683,4,0,447,4,1732,1524,1060,5,733,1,0,2,0,0,1,0,0,47844,27835,44,8729,20809,2,0,111930
GATA3,27,8,3644,2405,2284,35,10,596,6,9549,14784,8548,55770,2878,14,5,225,8,6,9,1857,4,7564,924,2,5,0,33,487,111687
SELP,0,4,1,4,0,10,3,6,2,2,3,14,0,0,0,6143,4,7,1,169,17722,11,1,14,38837,0,0,38529,9405,110892
DDX17,8,13,712,1998,1808,30,19,1644,1862,1580,1599,207,17,604,23,348,15,63,17,14,12317,33952,264,2300,20550,20,7,4888,22443,109322
PRDX2,9961,61,3077,3064,1151,15,12051,5827,3179,4079,9386,2236,18,4707,12,5,7,4,2,1,8,1,10514,11770,18,1574,25458,14,0,108200
RPL5,3908,7773,6032,3101,5248,35,12,1793,162,7720,4244,8036,37,4465,27,5561,18,59,14,4,7,13,89,7693,72,19156,22754,31,9,108073
BTF3,7964,54,9562,7206,4082,19,4130,4407,4483,15006,13524,11682,53,6114,21,23,17,21,7,6,10,6,5931,4615,12,86,8961,31,3,108036
STOM,277,32,2,332,197,20,545,500,3485,566,138,1338,5,1897,2,35,6,8,5,12,15500,1274,10,1952,44051,1187,4177,24228,6089,107870
C2orf88,0,5,3,544,11,18,7,2,903,0,7,2,6,1,3,3,9,16,29,18,5889,66676,0,0,9378,0,0,3112,20731,107373
TUBB4B,1331,11,2248,7906,1836,4,8,1223,327,1261,1687,1515,8,1948,32,1,2,3,0,2,1825,29993,12681,5643,47,21751,9352,3431,335,106411
IQGAP2,1,7,217,0,1,8,8,4,3,0,0,1,1,0,0,792,8,6,5,10,1199,45167,2,31,49492,8,6,7243,2046,106266
PIP4K2A,695,9,10,1340,135,53,4012,5,5445,176,1224,5032,27,10854,20,5,20,9,264,5,5316,8109,2,362,26056,3,1,18860,18115,106164
MEIS1,0,2,1,3,0,17,4,10,144,62,2,0,3,0,1,2,3,3,5,25,4704,38010,2,3,38492,0,0,340,24269,106107
MUC1,8101,1033,8049,11798,4041,0,2,1983,15,1,595,0,0,0,7,0,0,114,18,1,0,3,187,21712,2831,45022,32,0,0,105545
RPS20,20279,136,1906,1337,2345,21,3087,16834,2313,1260,4088,3540,11,2137,10,4,12,107,17,4,11,7,6120,12770,46,18826,6376,9,1104,104717
ARRDC2,0,0,0,69,157,1,0,889,1,222,757,1659,0,615,0,171,0,0,0,0,618,0,2,834,85740,8,8622,87,4237,104689
RPL11,17838,115,2820,4576,3505,39,98,5181,447,4720,5687,2111,17,1577,11,437,16,85,13,11,13,19,5836,13249,72,16366,17568,1392,71,103890
SRP54,12,2,1171,2,451,4,0,0,0,731,1,2074,1,2,3,69,1,17,0,0,1915,0,52467,4013,54,20080,20362,0,1,103433
CLTC,8135,46,1919,1408,2509,35,4,6028,28,5842,9428,3779,30325,3854,4,5,18,13,3,3,1675,2,9127,4096,13696,84,432,23,101,102622
MKRN1,19127,136,14,3158,1412,27,1217,1183,9629,483,1037,9110,19,19801,4,2,14,43,21,27,11997,30,6049,355,1536,4,4218,5043,6394,102090
ADD3,0,5,4,4,1,30,0,3,35,1,0,88,10,60,5,36220,17,2,4,614,6421,56,3,3,50323,1,0,20,6366,100296
ODC1,3310,19,0,0,1431,16,13,19,1604,297,796,577,13,1117,3,11,5,13,14,3,16656,442,6,192,9108,5602,253,47191,11328,100039
SAT1,74,5,6990,1054,3867,16,18,5374,543,1289,0,1489,16,434,10,15,3,47,18,13,16688,15868,6026,1515,30,10778,5,11951,15810,99946
RPS24,5105,39,6819,4240,2875,33,1749,12203,1884,9094,5364,4896,52,2287,26,5,25,45,10,4,3,6,2938,6347,75,21766,11708,17,17,99632
RAB32,2,0,944,113,205,4,5,28,209,1,4,86,2,1,3,26801,8,5,4,4,7911,52443,0,428,435,0,0,6639,2342,98627
LDHA,174,3,2597,2549,1862,40,3,10683,128,13358,6553,10745,54,613,53,7,19,1,6,1,0,6,13561,4473,4975,9983,16111,10,2,98570
HK1,20,6,936,1071,1285,4,2815,45,4380,248,2225,1543,2,4100,1,4,2,2,4,1305,3456,44199,11789,2358,449,9221,5836,874,173,98353
CCNG1,438,14,0,0,291,18,11,1269,327,5,986,1,5,20,1,3,9,14,14,8,12287,46444,4,258,17193,1,0,11497,7231,98349
RPL12,675,8,3777,4123,2869,33,34,7323,1468,7177,4527,7689,26,1268,17,5,15,67,6,4,7,9,11166,12898,55,19537,11151,15,1983,97932
ABCC4,1,0,0,0,248,6,1,3,162,0,1,7,2,1,1,1,6,2,1,0,2384,4861,3,1,75550,1,4,2089,12359,97695
C5orf4,8,3,9,992,0,10,42,5,163,0,30,2167,5,5308,3,2,7,5,4,5,11019,28146,0,59,24077,664,2,23445,1512,97692
CD63,2734,18,8697,5990,4929,19,8,4138,483,8692,1896,4572,39,2055,17,12223,9,20,2,0,3888,2,13561,18111,235,1631,1934,9,1007,96919
ABCB6,9,2,1,85,568,3,103,636,87,52,1529,131,2,2090,0,7986,4,3,2,1649,2339,65376,12,2650,18,3,4258,6538,289,96425
TPI1,95,4,6576,1586,1292,7,4,3693,38,7142,116,5458,47,1092,27,6,11,1,1,0,4,3,5609,18633,51,18699,23354,13,2513,96075
UBR7,0,0,822,87,224,20,0,0,1,42,7,3,94201,215,1,5,15,0,0,0,0,0,2,161,0,0,0,15,1,95822
C21orf7,7,10,0,0,0,11,10,116,405,1,4,7,5,1,0,3,5,18656,86,14,13372,7,7,73,35847,5,1,26392,500,95545
TMBIM6,164,1,7412,11200,4139,7,9,5426,75,13034,7182,4985,48,3139,16,3,3,2,6,0,1512,0,2487,10059,34,5070,14904,1422,2894,95233
RPS27A,13399,69,5009,4018,3089,33,6079,7524,391,5091,2708,3463,29,593,18,51,30,70,9,9,956,317,3374,9229,43,13086,15839,11,188,94725
CCT3,2964,23,3989,9853,2984,10,3,3601,3061,5020,12484,2777,95,2538,6,5,6,37,1,1,1,5,13994,8442,13,1850,20680,10,3,94456
RHOA,13055,210,6271,9959,7392,14,26,3159,1230,9092,5676,5654,40,1743,23,373,6,45,14,21,9787,1209,7525,3517,7002,29,569,12,482,94135
SLC25A3,6839,36,2315,4952,4968,31,0,2470,7,8565,6882,935,29,2833,29,11,20,3,5,3,934,2,10236,12672,54,18231,5015,15,5955,94047
DYNLL1,4376,21,6109,5838,1481,5,5004,3281,1238,2924,7280,3580,20,1290,6,4,9,38,7,2,86,35158,277,8472,30,6099,1013,181,3,93832
SYNGR2,1,69108,814,752,1027,4,2,1444,19,2535,670,2319,11,156,4,1,3,6,7,3,1,1,28,4503,22,8618,1679,1,0,93739
C17orf109,2962,19,376,0,9,2,2425,692,42,0,0,0,0,590,0,0,0,3,2,3,438,85659,0,29,0,0,0,5,285,93541
ENO1,1356,88,1971,4683,1240,2,47,2875,55,3561,3848,4,13,1444,9,0,1,23,3,0,362,0,15928,13074,2328,32469,6892,5,881,93162
KLF6,341,1,5973,5366,5910,6,1,13376,2521,5120,2136,3017,22,3450,17,188,1,10,6,4,9699,16,25,6294,13550,416,7,13029,2163,92665
KIAA0391,6722,34,2509,362,1619,8,2,882,20,3472,4351,2113,1452,290,13,2,7,4,7,1,1,1,29303,17009,57,15824,6130,4,466,92665
GNA13,1649,9,0,3,4,18,6,2307,24,143,2,1371,6,0,2,0,5,24,11,8,6490,17999,3123,1358,37514,2,318,12511,7730,92637
RPL41,1604,14,5218,5544,2311,15,2416,14606,1230,5084,2044,4603,18,1882,19,15804,17,64,20,1,671,9,3109,12137,36,9697,3818,54,558,92603
H2AFZ,5493,35,41,7798,1117,69,18,3619,50,1880,1735,130,19,963,7,7603,29,21,282,5,1703,2,891,9456,23,4440,40755,17,4264,92465
SOD2,2283,27,2,399,1,14,29,44,2356,277,163,131,10,17,2,19201,7,2216,20,8,5967,43766,3,544,12,6297,1,5949,2251,91997
RPS5,2614,19,4520,4746,1984,8,2,10110,628,5673,2300,7065,17,1720,17,7,7,25,8,3,1,3,6334,15322,86,27681,1055,10,2,91967
TPST2,0,0,5,5,156,9,4,7,2,0,1,1979,0,0,2,3,6,6,2,2,14618,4049,5,310,51120,2,1,1386,18116,91796
LIMS1,3975,33,755,1666,196,12,8,88,753,0,1,645,0,95,5,4,6,11,6,15472,13417,30,2233,142,30794,3,1,14743,6390,91484
TSC22D3,69,12,1365,1893,874,19,1076,1118,2412,1590,8993,1105,13,8741,8,3,18,9,0,2,11114,44,14,1641,1622,852,2,35674,11164,91447
NACA,212,15,4891,10218,4213,70,18,3005,2629,13414,5825,6488,60,3269,95,179,36,35,12,8,1476,8,6768,12252,31,70,16019,29,75,91420
DDR1,122,0,1117,3139,1227,3,0,2779,36,5242,5883,8561,24,487,6,0,1,47,4,0,0,0,22913,6896,46,16504,16319,8,0,91364
ICAM2,0,6,0,0,0,2,1,10,6,0,0,6,0,0,0,1436,0,5,4,5,15496,30573,0,336,29223,1,0,1319,12617,91046
NT5C3,0,16,479,1046,530,28,18,19,470,777,1,303,8,658,7,3,11,93,27,5809,34458,537,0,117,16185,0,1,8563,20167,90331
FYN,0,2,2,2,1,18,6,12,6,3,4,973,2,7,10,33151,23,3,9,1,8610,3676,1,8,17622,1,1,6730,19339,90223
ARHGEF12,0,2,183,469,322,22,74,13,290,36,1988,19,6,3015,3,437,8,4,3,6,2268,3,4,233,61496,11,3,5236,14045,90199
P4HB,20,2,2769,597,1921,5,0,2398,551,717,353,1057,5,108,2,0,3,6,1,14087,2,2,20870,13964,113,27141,3355,2,20,90071
ZNF207,36,1,1962,1539,622,33,10,1906,566,792,5,1859,35101,608,13,25835,17,3,4,1,1616,1,5,1148,849,13,6326,518,8547,89936
RPL7A,2206,801,8819,5031,8368,10,28,9573,1013,6546,3018,5371,28,1488,20,29,5,38,4,5,1,1,3957,7345,44,11002,15075,13,57,89896
NME1-NME2,5709,32,1065,1532,1256,10,631,16143,2039,5611,6082,5572,22,785,11,0,8,3,2,3,2,10,9013,15539,42,8568,10115,3,1,89809
ESAM,1,0,4,414,133,13,2,64,365,2,1,0,3,0,3,23,1,5,3,5,10829,1361,1,2,22922,4009,0,31471,18104,89741
LRRFIP1,3208,422,5359,3007,885,9,8,2039,11,4334,1820,2443,18,909,16,138,10,12,15,10487,1203,7062,285,2902,23885,15453,9,429,3095,89473
CAPN2,170,8,4356,852,1676,7,8,1225,34,105,1,1,5,1,6,20,2,39,12,68,7090,78,14455,5808,40296,12149,6,32,16,88526
CCAR1,0,76384,1247,1166,631,1,9,565,3,891,272,1592,3,10,3,0,2,11,12,4,3,4,4394,279,2,1,395,1,359,88244
DSTN,3162,10,2961,3172,1964,23,1,3993,70,7259,918,6465,25,1199,25,6,23,10,9,4,2415,27063,7756,1430,28,10878,6958,13,6,87846
C17orf72,1,3,0,0,0,2,1,20,5,0,0,9,0,0,0,1601,0,3,2,2,14330,20578,0,200,38225,0,0,1481,11317,87780
UBR2,0,14,121,0,142,1,12,2,815,27,2,0,1,30,9,0,1,16,19,35417,10164,22131,974,131,17724,1,0,1,2,87757
AP2M1,2363,15,2860,4854,1363,7,796,660,824,6006,3668,2072,25,3000,3,1,6,35,8,11,4706,2936,17536,7186,197,1546,13385,9583,1928,87580
GHITM,62,2,680,1786,1155,67006,7,1633,675,760,2674,135,10,3752,5,15,8,2,3,2,2,2,68,1521,4,813,172,17,4528,87499
PPIA,10432,411,5376,9843,4373,16,6,5283,268,5822,5090,6305,25,1140,18,7,9,3578,15,10,4,15,893,6865,26,7185,13220,6,875,87116
EIF5,6,4,621,1026,773,10,3,1768,2609,774,4133,419,2,1934,11,1239,5,9,8,840,5428,48,15162,1475,34319,27,10592,12,3696,86953
MAST4,272,9,474,128,52,14,4,4,4,235,673,8,1,415,12,563,2,12,8,33,9942,3384,11,213,40122,1,3,23094,6681,86374
HMHA1,19,1,2,5,35,0,0,3,5,0,7,13,0,0,131,1741,0,7,6,4039,4547,49819,16,53,16211,5,31,5614,3840,86150
PSMA6,6722,34,1971,365,1449,7,2,882,3,3539,3052,2163,10,77,13,2,3,4,7,1,1,1,30438,14726,58,15927,4108,4,500,86069
PKM,277,162,3088,3042,1023,4,5,1468,915,4086,1890,2806,30,2995,6,1,3,231,8,8,8393,80,16117,12607,834,12279,11481,49,1868,85756
LCP2,1,3,1,0,36,16,5,4,2,1,0,4,1,1,1,1034,3,6,6,8,5590,33388,1,1,22909,1,0,9353,12816,85192
SLC44A2,542,1,243,148,289,6,6,50,172,925,1,142,5,138,2,11038,10,231,1,6,9769,51124,5,1557,3852,8,215,89,4136,84711
RPSA,3064,396,3931,3005,4964,33,2,6987,804,6316,3921,5930,29,2285,19,3,6,31,7,4,2,4,7124,13326,43,9926,12407,19,3,84591
TMEM59,238,4,2020,625,937,22,4,887,2294,3934,4688,4956,18,2158,8,3,10,5,3,3,3312,27647,7,3489,74,25807,1274,16,3,84446
CCNDBP1,11,1,10,1891,460,11,30,18,10014,563,3751,6715,16,12692,15,0,5,5,2,2,1733,3,3,724,22271,6,0,19142,3883,83977
SLC25A39,1554,143,618,4209,802,5,10952,3200,18276,1865,4359,9042,13,20325,11,2,1,9,3,11,3132,18,3017,1223,519,1,2,77,1,83390
PTGS1,884,13,0,1,3,24,10,14,835,0,2,83,5,4,1,27411,12,9,6,8,14347,6905,3,688,14472,0,0,4649,12797,83186
RPL30,5078,35,3311,4584,3040,17,44,9879,1525,6390,3290,1914,33,1624,17,5,8,59,10,4,4,12,1978,9263,62,22524,8008,6,1,82725
RPS12,10582,62,2999,2793,3643,36,5252,10468,2308,7789,4548,7531,32,2363,26,41,40,41,4,3,11,9,63,6212,30,5380,10218,16,5,82505
TAL1,1,4,7,842,505,17,321,363,2086,1,4,12,3,2481,6,6295,6,9,13,19,16604,61,2,166,9102,2,3,26676,16776,82387
MAP4K5,0,7,281,0,163,5,0,630,6,373,94,1656,1,265,1,2,3,2,4,1,6623,1,1799,263,68964,4,702,5,488,82343
PSTPIP2,16,4,4,12,9,9,6,5,6,2,6,3,2,3,41,211,10,5,9,9,8032,34247,0,126,9978,0,0,10653,18918,82326
PDLIM1,106,5,3252,4956,961,3,11,3203,32,1,1,1,0,1,6,1,1,91,6,6,25986,3266,2,620,4152,3037,0,22495,9966,82168
C2orf28,5188,71293,759,475,1235,0,5,2,60,63,1272,1,2,171,0,0,0,6,13,3,0,5,90,1110,4,6,0,1,0,81764
TMEM140,4956,33,2,3,0,4,4,23,1629,37,0,0,1,0,8,1,0,959,11,16,6384,17086,3,672,26769,1,1,14185,8581,81369
RPN2,69,4,1918,1610,2089,6,0,3860,17,6420,150,5168,38,1732,7,2,2,4,1,1,0,3,8523,5731,57,23960,16156,1370,2394,81292
MAGED2,1,1,7378,2864,4686,4,2,2479,72,6353,4602,1519,26,318,9,2,0,21,5,1,1113,10,19,5452,32063,5183,5470,3,1113,80769
MLXIP,0,2,8,1901,537,4,8,36,241,4,5,3,2,1160,7,13,5,1,1,132,5268,3,25841,1592,37181,6,5651,6,1055,80673
RDH11,2,2,29,3820,330,19,7,33,72,3735,165,20,25,972,70,52,13,6,4,4,27174,31,126,1357,20139,12,3,1006,21143,80371
EGF,0,5,0,86,9,8,7,3,5,1,2,3,1,0,0,0,2,6,8,11753,3247,43313,1,0,9478,0,0,2697,9477,80112
PWP1,0,0,817,370,411,29,0,0,0,335,0,641,69139,315,0,14,8,0,0,0,1,1,6230,49,3,0,2,16,1513,79894
VDAC1,29,1,0,66,1317,15,0,475,8,1102,933,884,64442,812,2,5,6,18,3,0,0,0,628,2075,2,3,4570,20,2241,79657
RPS13,5460,30,1256,615,1839,18,2504,5072,545,12231,2946,4436,56,1836,11,2,14,18,9,7,2,10,1787,5458,58,25151,8192,10,3,79576
PACS1,1,1,0,1,73,2,4,0,1,616,719,661,1,74,3,0,3,12,8,3,180,74009,7,660,39,0,52,0,2368,79498
FDPS,101,2,966,2206,1263,5,1,8,332,1757,1026,1,6,13,0,1,0,6,6,2,1414,1,5328,5740,171,53708,5147,1,1,79213
THOC2,32,6,401,98,517,9,7,30,130,520,8,3,5,2,12,1,9,11,16,435,12967,28692,7625,61,18788,526,0,4521,3671,79103
IFI27,0,3,2330,3183,2619,8,11582,487,627,5526,2632,5315,30,1685,5,0,3,0,2,2,3,1,7280,17271,38,17562,2,12,0,78208
HNRNPC,4056,36,4190,4906,1479,6,42,2185,585,5670,3950,4389,25,1687,10,41,2,8,10,4,96,36159,40,4405,649,10,80,13,2882,77615
CCNB1,0,0,21,2463,1482,1,0,44,688,39,0,0,1,34,1,1,1,1,0,0,0,0,14,3878,11,32,68895,0,1,77608
USP47,42,1,58,122,560,6,4,718,5,917,1,19,3,1607,4,0,4,4,6,8,3973,44145,4685,42,19434,2,2,997,1,77370
ATP5A1,4038,35,908,1524,3350,20,17,6796,1349,5191,1772,1484,18,509,14,6,13,50,5,1,23,3,25533,16413,34,7286,395,7,191,76985
STMN1,10349,60,1656,1442,1732,22,0,1,306,5247,155,6488,15478,3861,6,2,9,4,3,0,0,1,11,4148,18,10446,15137,21,5,76608
HMGN2,3663,50,1731,2956,1287,9,3,1126,415,492,3168,613,2,2724,5,1296,4,30,4,49,1020,25428,4685,7229,2,321,17847,13,430,76602
PELI2,0,1,0,1,0,20,0,1,1,2,1,3,5,3,0,1,5,1,0,0,310,3,3,5,65414,5,0,1856,8759,76400
VMP1,263,2,155,34,872,21,0,43,331,7888,11300,4499,36,8388,1,2,5,32,1,0,3149,3,9087,5522,3076,476,8495,7620,4939,76240
STX16,1,0,1,50,443,8,28,95,10,98,1117,1434,85,51,2,1,4,9,7,6,11,3208,42656,8049,10,17,11820,6791,5,76017
CAP1,131,4,563,5248,1094,9,2,315,100,19,4325,1932,2,1229,10,0,3,11,5,3,8558,32346,784,1425,14327,2641,25,797,71,75979
PPM1G,6,0,1123,3295,967,8,0,13,0,3681,2950,1447,13,10,4,42654,10,2,4,0,1,1,11960,6165,4,1332,89,1,2,75742
DCAF7,0,0,603,4,1243,6,0,38,0,79,567,1340,3,1,5,7,4,0,0,1,0,3,7472,8735,13,47,55394,47,0,75612
CTSA,1971,20,6,1172,254,7,3,454,95,3707,9,2804,20,814,1,2,2,19,10,26,15333,4616,22,8801,9492,12695,2,126,12535,75018
RBM5,0,3,6,983,515,6,5,28,4,2251,119,1755,8,62,6,23466,4,5,6,166,4450,1943,6,1267,25430,2,3,5,12406,74910
PNKD,68,0,874,313,1073,4,1,30,115,2328,616,383,13,61,0,2,1,0,2,348,1879,2373,8,2306,45910,5560,3214,7172,34,74688
PSMA7,5,0,2432,739,995,4,334,3137,319,3318,12013,1982,10,901,6,210,5,0,1,0,1543,1,26005,6805,432,9297,1705,6,2156,74361
RNF213,0,0,250,0,321,5,1,116,1,563,88,225,2,318,4,33106,13,5,1,3,0,1,29981,1643,15,7394,23,0,0,74079
KRT7,2,0,13210,11534,2113,0,1,2900,20,0,90,0,0,0,5,0,0,0,0,1,1,1,12750,18994,18,6318,5522,0,0,73480
ZNF185,1,0,4,1106,62,14,3,919,7,0,2,3,6,2,1,2,3,4,3,18,9072,2,0,317,14001,0,0,47135,721,73408
PABPC1,1886,12,1322,3113,2824,14,5997,2311,460,4057,3613,3688,23,3046,5,141,10,17,9,4,1061,7,1051,3151,1901,17942,12943,38,2587,73233
BPGM,593,24,12,1876,2141,19,9094,796,7623,0,4837,8361,22,36514,9,1,15,25,14,8,6,14,1,0,1,3,2,124,1046,73181
BAZ1A,0,0,110,54,837,2,94,274,1,7,1,0,0,101,4,7,1,3,1,2,164,7295,33101,2490,26110,5,1790,2,237,72693
BNIP2,0,3,280,0,1,21,9,401,283,809,1,1,8,202,2,1,7,13,18,4,5028,3,4628,182,25853,3,2,31950,2647,72360
GADD45GIP1,0,71489,0,0,26,0,8,710,12,0,3,1,0,0,3,0,0,10,2,2,0,1,0,85,0,0,2,0,0,72354
CDKN1A,11,3,3,298,134,10,3,5362,871,1753,21,670,6,2,5,0,4,17,3,298,7986,61,9,1360,560,6836,0,34664,10941,71891
RRP1B,0,0,0,7,108,27,1,1,1,267,1,0,63406,168,0,6,15,0,0,0,1,0,2,360,2,8,7424,9,7,71821
ITGA5,23,0,2,1,0,2,1,1,1,1,0,86,3,4,0,30405,3,2,0,2,4464,17352,12988,705,2266,0,0,1,3468,71781
PGK1,5508,31,7091,3754,4191,8,5,4238,56,2475,1588,995,15,992,7,2,4,20,4,1,2,7,1588,5549,11,4054,28216,7,1339,71758
PTPN18,879,7,1423,222,149,7,2,3,984,146,1,2,5,0,0,27,1,3,2,58,17557,2642,63,789,26656,561,1,14088,5304,71582
TJP2,1,2,1800,37,383,18,5,13,546,871,1,3372,7,139,11,4927,9,4,1,3,7090,1407,4,517,1302,48,3561,10213,35015,71307
ATP5E,8,3,65,591,418,13,1110,3390,1184,927,976,1449,1,791,12,1886,11,3,8,4,1384,0,4841,21407,2103,19306,9055,1,269,71216
PRDX1,165,3,213,2068,245,9,77,1180,2068,5292,11122,47,16,157,8,3,3,2,2,0,3,3,345,3777,96,34725,9444,4,0,71077
COPA,7653,44,3145,3272,2828,1,0,93,501,2059,785,130,8,0,2,1,3,4,0,0,4264,0,19869,4590,18768,142,80,2596,94,70932
WIPI1,0,0,813,5,313,1,2,4,637,0,1453,1,1,152,16,0,0,2,1,0,5881,3629,20574,2721,11039,10,17055,343,6094,70747
ARID1A,8,0,232,61,625,30,1,8,1,103,23,847,6,29,9,15141,13,13,3,2,10585,1,1104,886,12084,676,2007,20547,5366,70411
CENPT,0,2,39,0,95,2,4,2,3,2,2,2,2,613,3,1,2,1,3,30526,4070,2465,4508,737,14051,5,2,12469,716,70327
RPS16,6727,45,3146,2761,1803,6,453,11568,578,2686,162,616,14,719,15,5,2,56,11,4,3,5,4601,9051,26,11111,13991,9,1,70175
NFKBIA,34,7,2,159,259,11,17,271,64,1031,1,2040,2,118,1,20053,4,12,5,8,3872,11,13191,1392,17956,77,6,8781,660,70045
SOD1,4898,42,2560,1154,2279,32,7,2771,1707,3148,5662,6571,15,1079,51,7,27,7,1,1,11,4,136,9548,1068,282,26875,11,83,70037
PPP2CA,32,5,1334,197,267,26,7,2096,33,500,2998,987,1848,334,8,1,6,6,8,4,348,38680,398,1189,4,6,2,16095,2479,69898
CFL1,2461,19,3004,4503,2704,10,24,1407,719,6847,3938,6512,27,2723,12,0,6,29,10,5,6,2,9629,3619,44,15122,6482,11,2,69877
USP42,1,0,1,33,101,38,5,602,1,3,6,105,13,4,1,38411,27,2,5,293,2678,4,1,1,18589,0,5,6,8928,69864
PBX1,0,30924,640,490,311,9,4,11,922,976,2,1663,9,161,2,17853,7,2,3,5,5508,1,8853,1214,3,6,20,1,36,69636
HEATR1,1,2,696,3,684,2,3,2506,35,15,1,352,2,693,0,0,3,16,2,1,6661,184,10,686,53695,2,349,3002,19,69625
HBG2,4,6,0,3,2,9,35394,24,21951,1,2,5,7,10901,15,25,3,12,7,11,204,6,2,174,6,42,3,38,1,68858
C20orf3,2395,22,172,1132,486,3,3,82,1,3704,0,211,2415,13,5,1,1,3,2,2,59,2141,15012,4634,50,30921,5208,2,0,68680
SRP14,7653,56,1756,3384,1064,19,1036,3415,887,6462,2407,6385,37,1224,15,1,13,49,4,2,3848,4,7816,3832,18,1939,15183,2,5,68516
PNP,875,5,2334,1723,1237,5,31,450,6721,1578,2847,11891,16,15890,9,1,4,2,2,0,41,2,2,993,19179,28,1,75,2469,68411
KIFAP3,1337,14,3,0,282,30,4,3,2,5,1460,142,8,5,2,47263,33,11,13,5,6462,7,1,527,3411,0,0,2,7349,68381
CD81,1144,2,3086,547,334,1,0,1439,29,3288,3,1976,12,2244,5,1,3,1,9,1,0,3,27330,12650,12,2735,11500,11,2,68368
ATF7IP,0,1,0,0,149,8,2,68,1,80,1,50,3,0,2,21498,13,3,1,11,12154,3,3,359,10872,0,0,22303,627,68212
ETFA,9,2,580,1436,1509,27,6,62,16,1434,26,4,5,88,6,3,11,9,3,39,6578,837,4305,2090,32379,513,6696,4394,5107,68174
KIAA1715,12,67329,0,0,52,0,2,12,1,52,0,67,0,125,1,0,0,2,2,2,1,2,0,157,0,4,2,0,0,67825
RPL27A,6664,53,3242,2069,3095,8,7,4735,821,5249,1843,5161,20,985,16,67,5,79,2,5,4,5,3349,9240,5545,8046,6512,9,887,67723
RPS23,11590,202,4462,2435,2400,19,9812,2425,523,3679,4781,1838,25,579,22,13776,14,71,10,3,4,17,48,5255,7,220,3494,5,2,67718
NME2,5709,32,1007,934,975,8,631,15317,1095,3991,5051,3619,16,783,10,0,6,3,2,3,2,10,9394,10506,21,2004,6523,3,1,67656
EIF3H,2552,13,1817,577,1756,22,2,5935,359,2338,3450,2078,10,25,18,4,14,5,3,2,1,3,11251,1931,73,28705,4080,2,620,67646
PRKAR2B,6,8,0,20,163,12,2580,5,9,13,1,285,6,0,2,2,11,8,6,6,10124,8063,2,329,22570,4,2,13720,9411,67368
RPL10A,2975,18,4831,4616,3943,22,78,4971,594,4766,6939,4635,29,1316,19,3,8,49,11,2,1,7,2307,4524,6314,6552,7798,13,4,67345
TACC3,0,2,0,72,449,6,2,4,15,1,2,32,0,83,14,10542,5,2,0,0,8071,15839,2,550,9858,0,96,17085,4393,67125
SEC16A,0,0,3722,1783,2620,3,2,1996,524,2465,438,1588,7,856,4,1,3,2,0,3,18,1,16537,5118,18900,9783,637,3,1,67015
LAT2,0,0,0,0,0,0,5,0,0,0,65,0,0,0,1,0,5,0,1,0,0,0,5,2,66864,0,0,0,0,66948
PSMC5,0,0,682,544,606,1,7802,18,678,1213,5203,2577,3,1001,2,0,5,1,0,342,0,0,29312,14792,6,129,1675,5,1,66598
MLL3,29,0,2,0,337,16,1,90,107,1,3014,95,6,20,0,33359,12,4,3,0,6922,6,2,75,19447,1,1,1388,1411,66349
DDX39B,1881,13,3501,2009,3487,2,62,251,6,4176,1415,4618,12,3533,5,471,1,10,3,1,84,31779,8449,525,2,0,4,15,6,66321
CRBN,0,0,0,0,4,17,0,287,13,233,112,1,6,209,2,0,6,2,1,0,11259,68,1,3,38786,11,1,1,15185,66208
CDKN2D,34,4,6,767,175,8,9,25,57,149,4,2314,3,425,2,3,2,29,1578,7,6567,4368,3,561,914,1,0,38671,9490,66176
NONO,4904,31,605,792,1174,15,4,1059,10,1471,19,850,19613,183,4,7169,6,38,3,3,1,0,8053,1269,9,4389,11324,6,1916,64920
SPARC,4095,35,24,1629,6,12,10,276,1820,0,15,2,5,3,4,5,6,6,6,4,5949,4,4,551,10514,76,2,31118,8727,64908
KRT8,468,2,9721,8467,5273,0,1,1187,62,7834,2936,4510,25,5296,6,0,1,2,0,0,14,0,12402,5141,4,1251,111,18,5,64737
MAN2A2,0,1,0,0,535,9,6,654,1714,2228,1,1,11,1359,3,1,4,12,4,4,10603,9,13398,1645,4521,1,4,13741,14073,64542
BSG,1750,2350,411,2636,730,10,4669,481,6259,1648,4963,3535,8,10486,6,71,4,13,3,0,4,1,2688,5608,19,7404,8715,66,2,64540
RCHY1,1,10,9,688,183,9,7,294,2,6,4,46,0,1,1,14807,4,5,8,4,3495,44726,0,98,1,0,0,0,102,64511
