symbol,BRx.111.1..10.08.15,BRx.111.1..10.19.15,BRx.111.2..10.08.15,BRx.111.3..10.08.15,BRx.129_2_111814,BRx.129.2..9.29,BRx.131.1..09.15.15,BRx.132.1..06.09.15,BRx.136_1_123014,BRx.136_2_123014,BRx.139.1,BRx.146.1..08.06.15,BRx.146.1..4.16.15,BRx.16_1_102214,BRx.16_1_120314,BRx.16_2_102214,BRx.16_2_120314,BRx.16_3_120314,BRx.16.3..09.09.15,BRx.16.4..09.09.15,BRx.170.1,BRx.170.2,BRx.172_1_111114,BRx.172_1_120114,BRx.172_2_111114,BRx.172.1..02.01.15,BRx.172.1..06.25.15,BRx.172.1..08.18.15,BRx.172.1..08.25.15,BRx.172.1..09.09.15,BRx.172.1..4.16.15,BRx.172.1..9.30,BRx.172.1.08.04.15,BRx.172.2..07.07.15,BRx.172.2..08.25.15,BRx.172.3..07.07.15,BRx.172.5..11.11.14,BRx.180.1..06.12.15,BRx.180.1..07.02.15,BRx.183_1_031015,BRx.183_2_031015,BRx.183_4_031015,BRx.183_5_031015,BRx.183_6_031015,BRx.183.3..3.10.15,BRx.183.7..3.10.15,BRx.213.2..08.26.15,BRx.213.3..08.26.15,BRx.245.2..09.04.15,BRx.42_1_110314,BRx.42_2_110314,BRx.42.1..10.20,BRx.42.1..9.14,BRx.42.1..9.22,BRx.42.1..9.29,BRx.42.2..9.14,BRx.42.2..9.29,BRx.42.3..9.29,BRx.82_1_012015,BRx.82_1_030915,BRx.82_2_030915,BRx.82_3_030915,BRx.82_5_030915,BRx.82_6_030915,BRx.82_7_030915,BRx.82.1..1.12.15,BRx.82.1..11.13.14,BRx.82.1..9.15,BRx.82.1..9.29,BRx.82.2..11.13.14,BRx.82.2..9.15,BRx.82.2..9.29,BRx.82.3..9.15,BRx.82.8..3.9.15,total
CALM2,4741,877,3,165,140,0,74,7048,17,6937,40,1781,0,1164,137,1132,786,0,1,3,43,203,132,956,634,1312,0,37,34,825,145,0,684,478,4,1,421,496,17,151,2754,4016,669,5607,233,8797,19,6,52,38,205,176,71,287,1056,2874,817,1415,196,1246,1952,3081,2285,4401,2332,4990,6521,550,2601,444,1285,1,108,1153,93857
ADIPOR1,38,4,77,0,610,53,0,1827,1,713,718,8331,3839,2820,3400,4535,469,185,1,155,349,994,573,1786,1230,1523,0,17,220,4462,636,242,134,1353,0,35,672,86,261,725,594,423,760,4292,333,1072,63,2,1033,159,1671,228,920,771,2592,175,1633,2249,9949,374,3458,581,5117,2006,1326,529,1061,2500,652,26,1810,1284,591,209,93517
PPIA,0,3500,0,0,138,443,2,4885,513,6741,0,1168,0,245,18,432,224,2,0,1,10,7,61,485,13,1010,392,5,2,840,11,82,56,1334,6,993,346,55,2,717,6547,9445,1950,11782,257,9619,1,12,1,42,67,183,10,486,1606,287,1330,1769,286,907,1341,1642,2078,3265,2111,3033,4422,186,2364,375,196,0,153,997,93489
TUBA4A,0,462,186,0,245,0,0,125,0,106,77,111,0,9950,252,6094,1253,270,255,84,1144,1593,1815,9653,2658,13163,348,38,605,696,847,748,0,5500,0,13286,3243,3,1,376,232,262,1,171,0,1,283,0,0,50,977,0,0,1,1,21,38,64,1825,39,54,85,246,0,142,543,161,1699,18,0,10481,225,392,0,93199
EIF1,30,3489,190,99,465,192,367,4831,127,4082,237,1805,176,1328,744,1975,271,7,5,20,132,406,427,1036,536,1002,1971,47,70,1527,169,121,4860,1051,611,705,964,281,1,524,6991,4521,1415,7714,460,5257,25,1,337,269,142,262,229,378,1983,691,890,1666,3959,457,1445,1633,2373,1195,1205,2236,1971,1029,1142,1047,777,371,306,1112,92370
MUCL1,0,1408,0,0,3,100,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4825,29775,7862,4400,18521,2237,16889,0,0,0,0,0,0,0,0,11,7,0,0,0,194,3348,0,137,117,119,137,34,0,151,1,0,0,0,57,90341
MTRNR2L1,122,14692,175,13,618,7,261,4032,46,896,1600,606,163,1823,1327,6221,778,7,268,7,175,544,290,1288,244,1223,167,79,3,122,68,121,98,291,474,385,627,158,70,1390,3528,3763,954,3469,3149,4384,128,67,65,29,103,50,104,67,1539,348,1963,1546,1905,599,1220,726,2285,1564,1439,3705,1352,1198,886,1038,526,3744,207,870,89999
C6orf25,1416,1,1,0,609,0,44,0,104,2,220,0,0,6649,359,6599,2394,547,5,54,837,3056,870,9112,3535,12896,1,211,460,2559,686,538,3258,5562,692,6648,4125,40,1,570,319,173,102,212,1,353,103,2,20,2,741,2,241,0,5,0,23,178,930,1,0,0,4,0,1,1,3,1210,2,0,9014,18,578,0,88900
TMBIM6,1605,525,0,0,363,106,0,1962,12,1518,0,1239,13,841,642,419,6,127,0,1,48,204,107,573,224,284,0,13,31,556,0,124,1,0,213,318,282,9,2,1137,5404,6123,1055,9333,493,10207,70,1,60,101,12,173,0,337,2041,585,2456,3144,241,1557,1750,1459,7877,3571,3699,5107,2788,66,2456,455,626,0,58,1885,88695
RPL8,288,5250,22,16,0,1567,0,8878,165,3570,1,1290,0,0,207,217,1,2,0,0,19,1,1,56,7,0,69,23,0,80,0,0,1,1,0,69,1,91,1,957,14271,5377,2924,9657,127,6387,0,0,76,0,0,339,32,1110,3094,195,2169,3711,49,546,1154,1357,1187,1085,2109,2677,758,50,1154,305,25,0,96,1004,85876
RGS18,0,399,0,0,399,0,4,1,144,0,194,0,0,11456,534,5244,1018,158,115,55,389,2682,2929,12939,2089,10602,0,70,800,582,289,407,0,2176,828,6749,3232,5,12,161,17,0,2,0,0,50,253,203,26,0,364,1,15,1,1,105,9,92,4455,0,34,1,0,32,88,0,0,2784,3,0,8605,40,725,0,84568
TLN1,0,0,260,95,214,16,576,0,138,414,359,430,0,8646,257,1091,2015,280,1922,718,113,914,438,14339,1542,1659,0,210,553,1033,250,690,4,7819,1993,9935,5406,21,1,571,161,119,9,315,29,283,746,1199,256,23,461,0,21,63,168,44,57,146,1443,22,0,218,177,168,372,2,113,972,113,27,10673,10,752,290,84374
APOD,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4261,9576,4111,4816,16951,252,3968,0,0,0,0,0,0,0,0,14,33,0,0,1,1215,7962,4839,9337,1375,600,6361,1340,0,3429,1217,1,0,0,2157,83834
KLF6,419,1773,0,92,1,0,0,981,292,3755,0,2650,17,2202,266,106,0,108,175,0,332,1218,144,1702,1320,557,0,97,206,130,48,0,7,0,816,560,3357,65,0,0,3804,5472,168,5278,2576,7378,109,3,0,0,11,179,0,334,2159,1459,59,356,129,678,3078,2085,2568,6236,1258,2085,6187,271,336,2499,1660,2,19,1925,83757
SPARC,0,2,489,0,701,0,0,1,118,20,1415,0,1,11319,622,3412,2594,535,0,0,593,1299,909,11186,1112,7117,0,33,454,0,731,913,1,7266,0,12264,2862,3,1,703,553,0,14,231,0,673,1,0,0,0,268,0,35,22,1,1,78,106,2253,1,0,0,113,0,174,0,1,1330,4,0,6967,35,794,2,82333
RPL10,0,6249,0,0,244,1183,21,1416,46,3069,63,1288,1,175,465,628,57,21,0,1,33,49,64,270,355,515,1140,96,5,6,0,9,196,0,1,0,206,863,1,823,16791,6216,3178,11006,238,6554,14,0,0,111,30,96,35,210,1655,343,2915,1408,91,501,821,835,997,1404,1361,1545,1570,133,697,582,208,0,179,697,81980
KRT7,0,2563,0,0,0,0,0,494,649,5311,0,1406,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,461,9162,10860,547,9531,206,10312,0,0,0,0,0,49,0,259,953,704,999,994,0,863,836,1892,3313,1954,2707,10605,2211,0,738,580,0,0,0,766,81927
RUFY1,1,0,0,10,93,0,666,12,0,105,272,7,0,11416,239,4542,1133,640,546,285,873,3157,1079,5920,3567,5613,0,232,653,1266,316,664,31,1328,5013,7469,2006,2,2,345,208,76,14,297,132,301,1180,677,97,1,906,0,3,1,51,5,222,121,2036,1,147,10,180,205,532,1,186,1905,131,10,10216,100,880,202,80537
DDX5,109,3,0,369,1405,0,1,1573,0,3046,1,2365,105,3298,738,292,5,532,0,590,33,895,236,2152,4729,391,3036,141,399,1221,129,1,636,2,582,911,1642,1675,1,150,3796,1640,512,5548,1589,3717,965,108,170,239,0,157,2,353,2861,923,1368,2973,221,551,638,2118,2345,2711,1461,2485,2831,172,517,867,2663,0,259,361,80515
RPS14,1,1849,463,40,227,790,0,2855,322,2838,88,1465,0,45,313,755,0,28,0,0,12,1,58,81,41,0,540,223,2,134,0,0,68,0,2,263,78,1017,2,968,11560,6072,3713,8905,115,6198,0,0,33,143,0,211,0,477,1522,214,1866,1727,294,519,1718,2501,2321,1474,1966,6139,868,271,1079,422,96,27,146,1463,79629
BNIP3L,3,1,2052,57,90,226,3,2630,0,435,139,11686,3605,1899,1707,3682,5,113,557,0,2,373,450,1016,2225,1113,0,33,147,6085,394,0,434,37,737,457,468,6,461,657,206,46,179,1868,39,442,0,39,810,139,610,189,180,319,378,0,178,1026,11302,489,3403,416,2553,1442,385,1331,485,3588,218,212,496,1531,678,466,79628
SLC25A39,3108,4,2056,538,470,240,0,3735,35,1195,0,8392,1577,963,2801,5305,0,234,1,0,0,0,1037,2,1404,1,1,0,0,0,81,0,303,0,0,0,147,119,1273,953,782,726,392,2409,0,985,0,0,1078,312,1244,441,632,792,1024,7,411,1573,10593,58,3022,804,4448,1063,834,2607,222,3786,199,167,74,2000,505,253,79418
NEAT1,0,2,0,130,16,0,264,0,0,765,3,0,4,5725,117,86,0,281,1270,529,13,2177,102,4444,6676,330,1,4297,1069,4778,0,8,1271,0,13089,0,1813,697,0,0,2582,397,0,1356,2678,2970,2527,1005,694,6,18,0,1385,58,1535,1299,571,751,436,40,849,711,1212,99,390,0,363,25,134,637,3465,43,47,1178,79418
RPS6,474,3187,0,1,74,600,16,3687,185,2821,0,1628,0,27,166,741,0,0,0,0,0,0,1,102,168,1,860,17,0,0,1,0,354,2,157,0,82,1504,147,639,12426,5388,3779,9848,98,4990,0,0,0,21,0,155,72,557,409,520,796,1047,244,888,1623,2605,1298,2085,4603,3160,845,193,1737,564,25,1,188,1455,79262
HLA-B,0,150,0,4,1660,329,2,20,91,90,104,1533,128,6626,1743,5340,2656,245,147,124,300,810,577,6390,1155,8585,1757,594,277,2028,302,681,2465,3967,479,6622,5311,1628,214,333,250,118,0,349,0,239,65,11,0,319,282,12,462,46,2714,6,100,279,1012,9,1,80,75,0,377,126,0,1418,52,0,4454,128,660,112,79223
ELOVL5,0,0,0,7,3,0,0,396,93,339,0,344,8,0,0,115,0,0,0,0,0,0,0,5,1,0,223,30,0,0,0,0,0,0,1,0,178,14,0,1941,13876,4849,4369,30167,1781,13888,0,0,0,0,0,0,0,66,279,59,142,149,0,199,511,311,103,67,414,147,1072,0,282,9,1,1,29,63,76532
RPL15,26,1852,0,78,165,763,452,2313,247,3701,1,1548,3,756,274,1276,170,1,33,7,48,199,47,541,407,413,744,186,23,402,101,22,777,446,130,0,357,1274,89,619,7187,3072,1711,6469,135,4001,28,29,6,71,152,179,6,648,2650,339,1446,3665,489,1087,1606,2478,2656,1690,2630,5732,1386,350,1349,298,434,1,281,1493,76245
ARF1,2067,1430,1,1,119,516,1,3511,144,1300,5,752,145,3451,319,1563,1035,5,105,0,195,1123,146,3692,102,2929,5,2,138,286,12,298,1796,4390,3,963,1666,2,0,607,1653,915,527,2746,157,2061,49,0,104,60,256,24,0,322,1510,301,1074,956,1011,710,2112,3264,2702,977,2853,5211,1618,685,1676,35,3897,47,254,1233,75825
RPS3,0,1179,1,0,29,541,1,3356,148,3764,1,1995,0,96,650,881,16,1,0,0,35,0,71,82,268,187,996,121,0,284,0,0,411,1,2,0,46,1545,0,1085,14087,7512,3591,9287,70,6022,0,0,0,96,0,282,0,426,1658,238,1983,2130,92,642,845,1207,921,943,2240,766,810,83,581,171,123,0,133,666,75398
ARRDC3,0,1,0,0,0,0,2,0,4,123,0,34,0,535,140,39,0,0,0,0,2,20,8,430,996,18,2165,15,151,2629,364,0,62279,3,11,6,961,333,2,0,74,43,0,6,50,170,386,0,0,6,7,0,1377,1,100,190,100,66,54,0,0,0,42,119,18,0,51,85,5,286,210,0,9,0,74726
ITGA2B,0,1,52,0,212,0,1100,187,95,9,559,0,0,7564,557,675,2451,562,1871,869,53,1430,140,8898,3991,3378,1,1702,465,709,105,426,1,6428,5925,2956,4519,1,0,842,410,177,0,546,0,112,2261,2379,71,0,287,0,11,2,2,6,0,36,728,0,0,0,0,0,0,0,0,682,3,0,7788,3,399,0,74637
RHOA,301,360,0,0,15,277,263,2332,158,2661,37,2626,0,1940,181,1530,999,88,0,0,231,271,231,2616,233,4001,755,0,111,2177,172,153,0,2536,292,979,1056,818,0,165,2332,1270,189,3020,58,2932,47,0,0,115,145,174,63,133,800,360,802,516,380,1596,778,2232,3452,3463,3900,5750,3584,428,1982,302,1690,10,97,828,73993
STOM,2719,2,1,38,331,2,9,691,0,279,1,949,1,7000,196,1304,422,247,7,1,335,2129,652,5129,2666,2295,7,227,1055,4499,508,308,1,6888,237,5170,3147,84,4,360,1638,2113,1,1009,75,856,9,5,210,171,1009,0,3,201,158,638,229,269,1901,8,867,5,177,552,1021,412,170,461,507,98,8204,247,169,130,73424
GNG11,0,0,4,0,501,0,195,0,1,0,290,0,0,6097,227,7950,4139,65,2,4,708,2097,1118,7931,491,14909,0,18,111,966,602,574,0,4829,403,3792,3244,4,0,388,54,0,1,43,0,211,9,3,14,23,708,0,20,2,2,70,51,26,2115,1,0,0,27,0,117,0,0,1510,0,0,5197,185,721,0,72770
DAB2,0,3,0,0,12,0,1567,0,8,0,1,0,1,9397,455,1034,10,1076,2581,553,768,3465,1315,5420,4432,3661,0,428,957,8095,866,124,0,2283,1945,2970,1567,32,0,252,346,43,165,162,506,745,1597,1859,215,8,198,0,0,2,0,21,0,5,1870,105,0,0,2,0,71,0,1,1067,0,1,7623,230,310,0,72430
PRKAR2B,741,2,10,54,236,0,1106,14,1,7,326,35,0,5661,127,3329,3733,235,58,0,161,1753,781,10092,2516,9003,0,201,394,1091,203,597,0,4725,1087,3149,4698,2,3,818,213,129,99,1105,88,1040,148,10,1,0,1165,0,0,1,4,4,1,12,2465,4,16,0,207,158,69,352,11,976,86,102,5481,18,593,1,71508
CD9,1,1,0,0,52,228,0,1661,102,2371,0,284,0,2128,0,1805,1651,53,0,55,258,677,329,2353,195,1456,0,0,34,0,16,194,3,2272,1,2084,1176,1,0,164,2641,2194,164,5766,54,4741,0,0,0,0,165,47,1,97,988,535,814,1514,134,780,922,2387,4124,2053,525,8067,2216,237,1422,2108,1536,2,225,411,68475
GNAS,1136,295,345,27,103,176,113,1235,133,1331,485,829,22,2207,720,3245,1592,74,215,58,290,523,737,3064,509,7513,181,15,60,2343,365,359,40,1442,94,1015,1362,80,55,493,2061,1353,527,2341,243,2568,1002,963,132,4,442,172,19,232,1574,559,580,1197,1930,380,1030,850,1432,1840,675,981,1747,1529,878,874,1845,159,524,625,68149
SPINT2,0,182,0,0,79,230,1,1056,127,4715,0,475,0,1625,136,482,45,78,0,0,127,303,226,1496,496,1317,0,25,55,2564,53,248,0,281,7,232,693,2,0,165,2416,683,48,2287,50,2848,19,2,0,0,344,45,20,366,1523,337,1671,1897,176,1996,1951,2682,6301,3444,3144,8408,2284,113,1965,587,729,1,40,1996,67894
RPLP1,46,2495,0,1,197,948,1,4810,114,1128,41,1032,0,101,519,457,141,1,0,5,8,30,3,247,87,288,1780,141,0,0,1,27,172,4,1,141,89,668,1,575,8614,4793,2343,6758,143,4759,0,1,47,90,16,166,1,290,2025,61,4326,2624,343,502,981,1834,1041,1083,1423,3377,440,224,1422,317,70,0,109,1240,67763
LOC647979,7,0,0,147,347,0,204,169,109,800,325,521,1,9367,136,672,435,83,30,23,196,1773,375,5395,1468,1436,0,355,689,2672,334,129,4499,2155,292,4218,1980,117,1,355,361,155,44,432,63,1032,81,43,42,0,453,45,13,191,1135,660,572,658,1084,583,748,712,1140,533,1927,2602,1523,820,441,1057,5638,2,220,876,67701
HNRNPA2B1,1670,1,0,336,42,69,0,1140,93,2844,9,1155,653,720,308,604,376,57,563,37,53,149,68,715,1134,648,1683,109,107,1462,45,69,1794,570,596,1,743,363,0,403,2650,1741,260,4446,934,6946,253,42,51,165,26,179,61,196,2242,472,638,1711,132,998,1681,1258,2728,3153,1656,2896,3721,246,1527,722,690,1,215,1126,67152
NAP1L1,29,709,0,0,411,92,759,643,0,586,205,64,0,7781,146,3708,1778,366,746,89,361,1578,594,6694,1125,4122,0,81,268,259,193,320,318,2851,882,7011,2396,110,0,546,1358,893,15,1729,236,838,388,25,56,0,464,39,42,54,548,346,445,951,1286,81,161,11,161,1215,522,62,685,765,411,233,4600,2,467,79,66989
MKRN1,544,0,655,0,0,0,3,1691,1,562,0,10488,3067,3193,677,3120,293,244,0,5,210,936,157,1811,1032,859,0,67,242,814,212,49,392,9,370,1143,719,447,877,510,629,102,305,790,6,788,169,5,542,69,666,219,516,271,641,5,152,1100,6042,442,1807,574,4134,389,1655,710,1484,2530,275,17,2023,1645,629,77,66807
PABPC1,1386,572,0,174,9,378,46,6671,181,1152,105,1037,391,574,241,382,49,0,9,10,13,148,146,999,287,2332,789,68,12,1152,7,95,330,263,211,344,638,344,12,1125,8355,2938,863,6347,1170,4638,29,27,26,48,69,107,20,179,1409,265,2448,1985,823,375,958,1228,831,761,2577,485,904,350,1324,486,604,27,112,752,66202
SLC2A3,1,0,0,0,6,1,141,0,1,21,0,561,0,9992,284,485,232,523,7,54,270,3449,1085,6682,7815,2307,1386,586,1033,14715,965,50,314,68,651,405,1747,14,0,0,0,0,0,8,1,0,292,42,2,2,23,0,1,0,1,0,1,0,889,0,1,0,0,0,112,0,1,318,0,0,7382,194,364,0,65485
NPM1,84,124,0,0,16,186,9,2738,137,3310,0,851,1,67,12,219,1,1,6,0,0,0,0,56,3,0,453,11,0,536,0,0,212,1,10,0,1,424,3,344,14136,3704,1917,8861,376,5440,0,1,1,59,0,221,88,158,1353,133,1357,1278,1,231,818,2280,1170,2583,1648,3309,1182,1,773,359,0,0,59,1275,64588
GNB2L1,0,3215,0,0,84,208,0,2549,150,2676,0,1116,0,107,533,714,12,2,0,0,35,175,60,85,0,229,64,24,0,111,1,0,170,1,0,0,107,282,23,605,13210,3433,1458,9287,197,4837,0,0,0,55,65,412,0,612,1824,142,1454,1917,64,369,780,1517,1831,1040,2268,1406,857,38,803,213,125,0,76,473,64101
PFN1,346,1013,5,0,355,241,2,2382,192,4435,192,1210,0,1384,424,2997,755,89,0,16,168,367,254,2692,365,2322,2332,41,26,2335,45,220,265,2251,1,1838,1562,301,1,222,1904,3001,574,4373,0,3121,1,0,2,343,224,42,0,159,462,135,346,633,372,894,781,955,1182,1684,1139,3162,1241,481,717,69,1398,75,215,619,63950
FBXO7,4284,4,1704,286,1,124,0,1831,47,256,1,5762,726,1191,1915,5134,1,97,3324,0,4,4,615,501,384,481,43,1,4,76,193,52,1003,1,2,0,357,870,248,428,1184,329,363,913,309,565,0,0,89,26,999,380,100,327,516,63,64,985,11247,108,2329,0,1774,645,569,625,249,4108,115,1,845,1568,445,0,63795
TPI1,1,0,0,0,181,443,1,2925,550,12292,1,582,0,336,64,372,132,0,15,0,40,61,0,720,52,543,0,0,16,0,115,59,0,765,0,479,319,337,3,476,2864,3152,1053,6012,8,3995,136,10,0,0,0,235,0,609,1237,151,1111,1659,198,1390,846,1825,2574,2816,2820,2387,1943,139,1103,387,482,0,29,568,63619
HSPB1,1,356,1,0,0,144,0,432,319,2377,0,2036,0,211,33,165,3,2,0,0,16,55,0,64,25,40,0,0,5,0,0,39,3,0,0,0,84,1,0,69,2024,19548,252,9259,879,3915,0,25,7,0,144,62,3,154,1087,160,339,429,76,244,1099,3588,961,509,692,1034,5164,11,1508,1045,75,0,6,2476,63256
AKAP9,13,271,0,0,338,0,72,255,1,664,0,213,0,3754,298,109,103,340,1078,1292,57,988,281,2052,2497,544,61,394,278,559,0,0,10,0,14335,14,703,479,119,8,1239,541,1,991,2120,2531,238,154,38,185,194,0,81,24,739,287,820,649,580,666,1746,1112,3194,1524,1189,1984,1563,208,723,1433,2313,5,22,1876,63150
CALM1,0,1,0,9,505,182,162,863,336,3847,41,1068,0,1538,222,1312,624,174,0,0,109,251,309,2508,522,2403,1199,24,103,549,121,200,28,3416,10,1787,915,888,0,298,1882,2956,474,3104,28,3355,7,2,3,342,278,107,0,687,552,598,975,1825,482,222,1355,1889,1456,2852,1164,1669,1542,616,1846,2,2313,118,151,1176,62552
TRIM58,2786,0,534,0,220,0,649,876,115,10,7,3277,3047,5383,2239,1973,820,152,145,27,242,1686,625,4695,928,3193,16,121,399,53,606,165,38,1437,273,3552,1701,671,40,878,26,14,179,474,53,136,188,125,399,19,248,96,166,304,369,7,32,658,2948,18,617,43,2980,64,23,2,748,1592,13,1,4591,595,414,1,61722
H2AFZ,309,1,0,0,45,0,0,932,1,1834,0,185,1,432,14,422,31,0,1,25,17,0,0,297,0,0,1,24,6,482,1,6,1,0,0,538,174,16,0,117,1783,10651,674,14864,17,11875,17,1,0,0,0,22,22,35,428,13,59,200,106,102,336,184,485,4994,386,843,4858,111,1818,1,388,1,62,63,61312
ITGB3,0,0,0,0,659,0,17,0,68,0,239,0,0,10144,198,792,1681,461,19,98,355,1814,247,9099,2342,2229,0,99,449,0,489,343,0,6084,2086,2847,4345,0,1,392,73,0,0,112,0,73,287,489,115,0,152,0,2,1,4,0,37,11,499,0,0,0,0,0,0,0,0,448,1,0,10280,4,261,2,60448
ITM2B,1736,0,168,6,523,68,1,42,4,602,183,609,99,6558,664,2772,1737,227,4,0,347,906,797,4677,1310,2639,77,0,341,843,421,293,244,2150,26,4794,1979,106,0,702,617,245,109,729,222,738,103,7,94,35,706,48,0,165,785,230,257,1023,1787,568,652,897,688,757,886,2121,579,1563,318,273,3459,3,480,197,59996
ILK,1,0,0,0,66,0,55,69,0,501,15,199,0,6584,1,2376,813,73,2,0,459,729,756,9030,1290,3467,1,0,271,432,223,524,108,4347,4,8703,2875,2,1,394,559,539,2,972,26,755,0,164,0,7,486,0,39,1,270,0,74,175,864,0,6,73,117,150,227,3,315,461,1,0,8818,124,283,44,59926
GLUL,122,1,540,234,17,0,2,804,6,735,0,3294,680,2741,258,837,149,187,13,17,258,679,459,993,1285,350,1,18,208,14,635,60,1,183,1,10,1170,3,0,235,6134,2955,450,3109,32,4363,0,0,290,47,413,153,108,243,2674,179,418,960,1390,463,1316,610,1972,1834,2996,1768,1217,861,821,1100,2706,435,255,325,59797
CA2,9157,0,66,997,303,0,0,417,70,0,525,649,117,3778,398,4868,338,54,138,27,249,819,491,2766,3251,1336,1,52,927,4569,899,54,1110,295,480,4402,1726,80,3,345,418,181,0,838,21,253,410,43,83,0,223,26,0,14,724,0,72,300,2033,0,708,366,350,533,1,525,0,1637,1305,1,1457,257,220,166,58922
BIN2,0,0,0,0,362,0,1211,0,0,0,0,25,9,7862,1,1702,26,437,1616,293,473,1719,605,5458,4849,3666,9,209,736,2312,429,293,5,1886,3372,3143,2094,253,0,280,442,200,1,153,0,688,1662,821,155,157,384,0,0,1,1,0,1,44,834,0,0,0,0,8,0,0,1,264,1,0,7141,31,298,0,58623
KRT18,2,1184,0,0,0,65,0,755,430,3047,0,3599,0,171,0,130,2,1,50,2,0,0,0,23,0,26,0,0,3,0,0,9,10,0,1,0,0,48,0,259,3240,3583,244,5123,195,6826,3,1,0,0,1,390,5,301,2128,1190,2161,1347,1,1051,823,2266,2482,2756,2781,2848,3296,1,2142,562,131,0,1,906,58602
MPP1,121,3,190,181,34,0,0,488,0,0,3,2450,158,7510,1280,3068,800,184,34,124,488,2490,819,5508,2751,4038,0,379,421,0,794,179,1,823,90,4942,2290,9,73,497,0,0,1,183,0,183,133,83,171,2,746,0,80,83,146,0,9,406,2964,1,974,280,500,0,460,1,25,1339,0,0,4723,1203,498,0,58414
CTSA,1,0,486,0,349,0,0,114,132,131,374,0,0,7507,204,3916,1010,480,0,19,415,1638,630,6153,1521,2418,0,547,338,0,321,618,0,3869,279,7034,3352,180,0,767,168,94,0,313,15,308,110,48,0,0,699,70,0,0,99,42,137,266,1838,0,213,576,510,123,461,116,122,625,49,0,6041,92,433,0,58371
HERC1,1523,57,1,193,107,0,330,7,0,144,0,77,0,2021,1822,36,8,0,1389,266,53,1274,2,882,853,25,0,222,356,27144,0,14,1479,117,7951,0,496,327,1,0,367,25,3,547,84,271,3181,954,96,199,1,0,630,0,127,1,23,67,252,42,176,84,232,168,188,0,33,46,63,0,1294,0,34,0,58365
RPL18A,304,1747,0,6,123,554,0,2275,68,1295,18,749,0,46,47,468,12,42,1,0,0,0,18,75,39,4,890,129,0,92,4,9,51,26,10,23,29,594,20,893,14064,4734,2654,8318,123,5191,0,0,29,83,1,134,30,232,1268,41,1848,1029,73,310,539,860,682,471,885,674,500,192,503,97,1,12,91,725,57055
RPS19,11,5840,11,0,121,959,0,2684,139,862,0,940,0,117,427,621,1,0,2,0,12,0,42,43,58,54,641,102,1,193,2,0,247,0,1,1,39,1002,113,802,5419,3440,1888,4638,93,3752,0,0,52,142,33,150,53,300,2342,318,4396,1794,166,541,1122,1139,921,1095,2231,1507,797,357,876,387,15,0,125,721,56898
TMSB10,1,2164,0,0,16,790,0,2616,258,2603,16,676,1,1,121,352,2,2,0,0,9,0,5,28,0,4,89,100,0,0,1,5,0,1,1,2,45,423,2,407,2732,5054,763,3054,228,6544,0,0,0,112,0,36,1,135,298,281,75,742,35,1568,1522,1540,2394,3381,2237,8201,2361,156,822,645,11,1,39,1151,56860
ITGB1,130,224,0,0,39,476,134,832,24,4598,898,44,0,3810,190,1126,1226,129,0,0,13,333,794,6078,530,2987,1,16,227,1057,0,414,3,3175,477,4619,1956,1150,1,413,720,290,178,1170,149,409,131,201,0,7,87,6,1,0,2016,369,960,911,1123,72,533,298,915,1616,412,62,1154,391,427,240,3111,4,269,448,56804
ARL6IP1,18105,4,0,365,0,184,0,3228,1,518,0,1187,0,262,55,141,0,0,0,0,0,226,109,345,0,714,0,0,2,228,66,37,409,275,0,0,125,25,318,351,805,819,24,2450,34,9157,0,1,0,40,0,0,0,106,472,61,516,538,841,293,682,669,1191,601,167,2519,5008,178,914,591,341,164,18,60,56540
ATP5B,2909,1069,547,0,109,569,0,727,23,3215,0,907,0,176,11,191,1,0,18,0,0,0,169,187,179,231,0,0,0,0,0,0,3,0,9,1,35,489,2,566,3952,1937,1903,6584,24,4766,0,0,185,0,0,157,10,483,1376,266,1545,2570,233,721,1354,1386,3093,2154,2200,3781,907,123,1002,395,104,158,82,640,56434
SKP1,2961,58,106,0,68,525,0,2180,10,2454,180,1784,485,803,643,1631,266,28,0,0,4,4,41,818,251,228,0,13,17,150,53,54,3,369,89,614,376,230,168,278,2164,908,598,2610,224,2115,0,0,98,0,287,201,150,390,1454,753,731,1976,2015,812,1631,2361,2793,2355,1740,4207,1393,1315,908,319,299,150,193,1051,56143
ARHGDIB,1,2,99,0,245,0,0,1224,297,792,266,680,4,2232,88,4200,1242,0,0,0,168,314,394,4181,389,4507,1425,14,121,248,257,381,0,1134,69,6628,1672,431,5,609,1688,1250,235,3259,107,1599,15,3,3,56,808,14,15,5,622,226,843,89,1095,373,179,274,723,305,2055,1035,418,561,501,533,2127,0,414,378,56127
