"Ensemble ID","Symbol","No. dataset","Direction","More details"
"ENSG00000169715","MT1E","1","negative","More details"
"ENSG00000171791","BCL2","1","negative","More details"
"ENSG00000172164","SNTB1","1","negative","More details"
"ENSG00000173376","NDNF","1","negative","More details"
"ENSG00000173432","SAA1","1","negative","More details"
"ENSG00000173918","C1QTNF1","1","negative","More details"
"ENSG00000174851","YIF1A","1","negative","More details"
"ENSG00000176340","COX8A","1","negative","More details"
"ENSG00000177600","RPLP2","1","negative","More details"
"ENSG00000177697","CD151","1","negative","More details"
"ENSG00000177700","POLR2L","1","negative","More details"
"ENSG00000177989","ODF3B","1","negative","More details"
"ENSG00000178449","COX14","1","negative","More details"
"ENSG00000178982","EIF3K","1","negative","More details"
"ENSG00000179046","TRIML2","1","negative","More details"
"ENSG00000181218","HIST3H2A","1","negative","More details"
"ENSG00000182700","IGIP","1","negative","More details"
"ENSG00000184990","SIVA1","1","negative","More details"
"ENSG00000185201","IFITM2","1","negative","More details"
"ENSG00000196465","MYL6B","1","negative","More details"
"ENSG00000197249","SERPINA1","1","negative","More details"
"ENSG00000197818","SLC9A8","1","negative","More details"
"ENSG00000197859","ADAMTSL2","1","negative","More details"
"ENSG00000198185","ZNF334","1","negative","More details"
"ENSG00000204264","PSMB8","1","negative","More details"
"ENSG00000204616","TRIM31","1","negative","More details"
"ENSG00000204710","SPDYC","1","negative","More details"
"ENSG00000205352","PRR13","1","negative","More details"
"ENSG00000213741","RPS29","1","negative","More details"
"ENSG00000221829","FANCG","1","negative","More details"
"ENSG00000225899","FRG2B","1","negative","More details"
"ENSG00000227507","LTB","1","negative","More details"
"ENSG00000229117","RPL41","1","negative","More details"
"ENSG00000233822","HIST1H2BN","1","negative","More details"
"ENSG00000234745","HLA-B","1","negative","More details"
"ENSG00000240065","PSMB9","1","negative","More details"
"ENSG00000240891","PLCXD2","1","negative","More details"
"ENSG00000243449","C4orf48","1","negative","More details"
"ENSG00000244274","DBNDD2","1","negative","More details"
"ENSG00000253710","ALG11","1","negative","More details"
"ENSG00000258315","C17orf49","1","negative","More details"
"ENSG00000281991","TMEM265","1","negative","More details"
