HGNC.approved.symbol,mean,total,tech,bio,p.value,FDR
ADNP,4.41094173072258,16.5401973357745,15.8986973819111,0.641499953863338,0.434861938519311,0.999932012950346
SUPT16H,2.09564175743918,10.5417217323855,9.90712909192503,0.634592640460504,0.397291625008671,0.999932012950346
SMARCA4,6.04228918057137,17.229655327224,16.5997817791838,0.629873548040194,0.438712046896609,0.999932012950346
SMARCC1,4.26968442298819,16.337482544447,15.7077166701415,0.629765874305464,0.435272267966685,0.999932012950346
L3MBTL2,1.59980072140998,8.47370510303901,7.8486614772354,0.625043625803617,0.373081107157779,0.999932012950346
VRK1,1.41386709099475,7.64299450157886,7.02818809386305,0.614806407715808,0.36108035542614,0.999932012950346
JDP2,0.553370950962324,3.53237924139582,2.91878058475709,0.613598656638724,0.196411776336779,0.999932012950346
RNF2,0.55018856962463,3.50895896895149,2.90262126604709,0.606337702904403,0.197913605235546,0.999932012950346
ZBTB7C,0.467267757554121,3.08153151000431,2.47905055512814,0.602480954876167,0.16161297952309,0.999932012950346
CTBP2,4.10747181140141,16.0635333122619,15.4627480606033,0.600785251658614,0.437255813849145,0.999932012950346
ZBTB16,3.333158447776,14.4711841845024,13.8725026410437,0.598681543458683,0.430375582491992,0.999932012950346
EP400,2.86250048861487,13.1470378905312,12.5615470537713,0.585490836759924,0.424867408511039,0.999932012950346
VDR,3.69915431432161,15.2975654070758,14.7146453143805,0.582920092695264,0.436036983013517,0.999932012950346
SMARCD2,1.43824542761921,7.71667145277311,7.13712808511389,0.579543367659225,0.370676520958572,0.999932012950346
BRCA2,0.502213615077571,3.22679169707666,2.65815687046322,0.568634826613439,0.192277841625276,0.999932012950346
HR,0.461985574883355,3.01407249829356,2.45190311879305,0.562169379500506,0.175678702413388,0.999932012950346
EXOSC5,1.07534000706905,6.0303793229819,5.47281500589181,0.557564317090092,0.339396184285417,0.999932012950346
PRDM5,0.259533486206606,1.95337128341408,1.39635848280013,0.557012800613957,0.0524614256193453,0.677913273428056
BUB1,1.471735944232,7.8376145500506,7.28614274510287,0.551471804947724,0.379173816270109,0.999932012950346
CDK3,0.935352316900112,5.35722279449041,4.80650000789488,0.550722786595531,0.320703201698243,0.999932012950346
USP36,3.12877420683514,13.883085454531,13.3326268582613,0.55045859626969,0.433362683763445,0.999932012950346
PPP4R2,1.78203501111904,9.1736980539602,8.62879482584473,0.544903228115475,0.398710530319333,0.999932012950346
RPS6KA3,1.70833042392558,8.85483263818183,8.31624285528445,0.538589782897381,0.396179934900608,0.999932012950346
KDM6A,1.06421667540416,5.9578599998333,5.42036419880452,0.53749580102878,0.343448590776498,0.999932012950346
ING3,0.61160432035776,3.74791850914187,3.21319633948997,0.534722169651895,0.249383209076577,0.999932012950346
BAZ1B,1.45466948685438,7.72038019128563,7.21029804407651,0.510082147209116,0.386843903318298,0.999932012950346
CHD3,2.86702484938966,13.0613865100147,12.5753158789989,0.486070631015789,0.437577673415497,0.999932012950346
DNMT1,2.72866729376041,12.6277885499755,12.1426420914655,0.485146458510062,0.435494426650094,0.999932012950346
PBK,1.53387849792892,8.04548347016515,7.56054651052134,0.484936959643814,0.397156314885738,0.999932012950346
CDK1,1.2649311902798,6.83541591908084,6.3536284069229,0.481787512157946,0.378955815948165,0.999932012950346
RRP8,1.70342232405564,8.77595901675936,8.29529457743595,0.480664439323409,0.40689929752257,0.999932012950346
